#           x             T        mag(U)             p
       -4.995       348.432   1.33474e-12        100000
       -4.985       348.432    2.6403e-12        100000
       -4.975       348.432   2.37044e-12        100000
       -4.965       348.432   2.06411e-12        100000
       -4.955       348.432   1.53166e-12        100000
       -4.945       348.432   7.43953e-13        100000
       -4.935       348.432   5.98079e-13        100000
       -4.925       348.432   1.43685e-12        100000
       -4.915       348.432   1.19616e-12        100000
       -4.905       348.432   1.23992e-12        100000
       -4.895       348.432   1.13781e-12        100000
       -4.885       348.432   3.42802e-13        100000
       -4.875       348.432   2.04952e-12        100000
       -4.865       348.432   2.26104e-12        100000
       -4.855       348.432   1.63378e-12        100000
       -4.845       348.432    1.4879e-12        100000
       -4.835       348.432   5.54317e-13        100000
       -4.825       348.432   1.99846e-12        100000
       -4.815       348.432   2.39232e-12        100000
       -4.805       348.432   2.33397e-12        100000
       -4.795       348.432   7.73127e-13        100000
       -4.785       348.432   7.07484e-13        100000
       -4.775       348.432   4.81381e-13        100000
       -4.765       348.432   5.76198e-13        100000
       -4.755       348.432   1.31286e-13        100000
       -4.745       348.432   3.50095e-13        100000
       -4.735       348.432   8.82532e-13        100000
       -4.725       348.432   2.26103e-13        100000
       -4.715       348.432   1.29827e-12        100000
       -4.705       348.432   2.10786e-12        100000
       -4.695       348.432    2.0641e-12        100000
       -4.685       348.432   1.23263e-12        100000
       -4.675       348.432   1.23992e-13        100000
       -4.665       348.432   2.34126e-12        100000
       -4.655       348.432   3.62495e-12        100000
       -4.645       348.432   5.12014e-12        100000
       -4.635       348.432   6.13396e-12        100000
       -4.625       348.432   6.72474e-12        100000
       -4.615       348.432   6.57888e-12        100000
       -4.605       348.432   4.66064e-12        100000
       -4.595       348.432   4.23032e-12        100000
       -4.585       348.432   3.61036e-12        100000
       -4.575       348.432   4.20843e-12        100000
       -4.565       348.432   5.07638e-12        100000
       -4.555       348.432   5.68175e-12        100000
       -4.545       348.432   6.53511e-12        100000
       -4.535       348.432   4.92322e-12        100000
       -4.525       348.432   4.21573e-12        100000
       -4.515       348.432   3.28214e-12        100000
       -4.505       348.432   2.77159e-12        100000
       -4.495       348.432    4.3616e-12        100000
       -4.485       348.432   5.60881e-12        100000
       -4.475       348.432   6.67369e-12        100000
       -4.465       348.432   6.59346e-12        100000
       -4.455       348.432   6.38923e-12        100000
       -4.445       348.432   5.27331e-12        100000
       -4.435       348.432   4.58041e-12        100000
       -4.425       348.432   4.31785e-12        100000
       -4.415       348.432   4.99615e-12        100000
       -4.405       348.432   5.11284e-12        100000
       -4.395       348.432   5.09826e-12        100000
       -4.385       348.432   4.29596e-12        100000
