#           x             T        mag(U)             p
       -4.995       348.432   1.91823e-12        100000
       -4.985       348.432   4.21573e-12        100000
       -4.975       348.432   4.50019e-12        100000
       -4.965       348.432   2.86641e-12        100000
       -4.955       348.432   6.12667e-13        100000
       -4.945       348.432   5.54317e-13        100000
       -4.935       348.432   2.08598e-12        100000
       -4.925       348.432   2.96852e-12        100000
       -4.915       348.432    3.1071e-12        100000
       -4.905       348.432   1.29827e-12        100000
       -4.895       348.432   9.48173e-14        100000
       -4.885       348.432   1.02111e-12        100000
       -4.875       348.432   1.05029e-12        100000
       -4.865       348.432   1.09405e-12        100000
       -4.855       348.432   1.02841e-12        100000
       -4.845       348.432   1.75777e-12        100000
       -4.835       348.432   3.85834e-12        100000
       -4.825       348.432   5.92974e-12        100000
       -4.815       348.432   7.95008e-12        100000
       -4.805       348.432   6.60075e-12        100000
       -4.795       348.432   5.24413e-12        100000
       -4.785       348.432   3.98234e-12        100000
       -4.775       348.432   3.07792e-12        100000
       -4.765       348.432   3.30402e-12        100000
       -4.755       348.432   3.34779e-12        100000
       -4.745       348.432    4.3689e-12        100000
       -4.735       348.432   5.66717e-12        100000
       -4.725       348.432   4.52207e-12        100000
       -4.715       348.432   2.85911e-12        100000
       -4.705       348.432    1.4952e-12        100000
       -4.695       348.432   2.69865e-13        100000
       -4.685       348.432   1.50979e-12        100000
       -4.675       348.432   2.00576e-12        100000
       -4.665       348.432   3.42802e-13        100000
       -4.655       348.432    3.5593e-12        100000
       -4.645       348.432    6.3236e-12        100000
       -4.635       348.432   7.47599e-12        100000
       -4.625       348.432   7.49787e-12        100000
       -4.615       348.432   6.15584e-12        100000
       -4.605       348.432   5.08367e-12        100000
       -4.595       348.432    4.5877e-12        100000
       -4.585       348.432   4.02609e-12        100000
       -4.575       348.432   2.56008e-12        100000
       -4.565       348.432   1.40767e-12        100000
       -4.555       348.432   5.03262e-13        100000
       -4.545       348.432   2.47985e-12        100000
       -4.535       348.432   4.54394e-12        100000
       -4.525       348.432   4.63876e-12        100000
       -4.515       348.432   2.96852e-12        100000
       -4.505       348.432   1.80883e-12        100000
       -4.495       348.432    1.9547e-12        100000
       -4.485       348.432   3.65412e-12        100000
       -4.475       348.432   4.87216e-12        100000
       -4.465       348.432   4.74087e-12        100000
       -4.455       348.432   2.96852e-12        100000
       -4.445       348.432   8.67942e-13        100000
       -4.435       348.432    1.3712e-12        100000
       -4.425       348.432   3.25297e-12        100000
       -4.415       348.432   3.06333e-12        100000
       -4.405       348.432   2.03493e-12        100000
       -4.395       348.432   4.37619e-13        100000
       -4.385       348.432    4.0115e-13        100000
       -4.375       348.432   1.02111e-12        100000
       -4.365       348.432   1.16698e-13        100000
       -4.355       348.432   1.23992e-13        100000
       -4.345       348.432   1.89635e-12        100000
       -4.335       348.432   3.77811e-12        100000
       -4.325       348.432    2.5236e-12        100000
       -4.315       348.432    5.3973e-13        100000
       -4.305       348.432   2.53089e-12        100000
       -4.295       348.432   3.75623e-12        100000
       -4.285       348.432   2.68406e-12        100000
       -4.275       348.432   1.96928e-12        100000
       -4.265       348.432   2.37044e-12        100000
       -4.255       348.432    2.6403e-12        100000
       -4.245       348.432   3.79999e-12        100000
       -4.235       348.432   5.41919e-12        100000
       -4.225       348.432   5.76198e-12        100000
       -4.215       348.432   5.68905e-12        100000
       -4.205       348.432   5.22955e-12        100000
       -4.195       348.432   5.19308e-12        100000
       -4.185       348.432   4.92321e-12        100000
       -4.175       348.432   5.47024e-12        100000
       -4.165       348.432   5.95891e-12        100000
       -4.155       348.432   7.39576e-12        100000
       -4.145       348.432   8.49711e-12        100000
       -4.135       348.432   8.71591e-12        100000
       -4.125       348.432   8.13242e-12        100000
       -4.115       348.432   7.27907e-12        100000
       -4.105       348.432   5.37542e-12        100000
       -4.095       348.432   4.42724e-12        100000
       -4.085       348.432   6.17043e-12        100000
       -4.075       348.432   8.13971e-12        100000
       -4.065       348.432   9.51821e-12        100000
       -4.055       348.432   1.03643e-11        100000
       -4.045       348.432   1.03059e-11        100000
       -4.035       348.432   1.01163e-11        100000
