"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.88501,3.1964,3.6026e-20,0.027944,1,23.095,24.331,-14.023,0
0.88716,3.1988,3.3185e-20,0.027206,1,23.164,24.338,-13.954,0
0.8895,3.2018,3.0199e-20,0.026361,1,23.234,24.345,-13.885,0
0.88977,3.1952,2.6572e-20,0.024644,1,23.303,24.352,-13.816,0
0.88903,3.1842,2.2711e-20,0.022524,1,23.372,24.359,-13.747,0
0.88835,3.1737,1.8884e-20,0.020381,1,23.442,24.366,-13.678,0
0.88773,3.1635,1.5092e-20,0.018217,1,23.511,24.373,-13.609,0
0.88717,3.1538,1.1334e-20,0.01603,1,23.58,24.38,-13.54,0
0.88667,3.1445,7.6097e-21,0.013822,1,23.65,24.387,-13.471,0
0.88622,3.1356,3.9203e-21,0.011591,1,23.719,24.394,-13.402,0
0.88584,3.1271,2.6558e-22,0.009338,1,23.788,24.401,-13.333,0
0.88551,3.1191,-3.3545e-21,0.0070626,1,23.858,24.408,-13.264,0
0.88524,3.1114,-6.9398e-21,0.004765,1,23.927,24.415,-13.195,0
0.88455,3.1035,-6.2148e-21,0.0030684,1,23.997,24.422,-13.126,0
0.88384,3.0957,-4.7298e-21,0.0014476,1,24.066,24.429,-13.057,0
0.88319,3.0883,-3.2214e-21,-0.00020575,1,24.135,24.436,-12.988,0
0.88259,3.0812,-1.6896e-21,-0.0018916,1,24.205,24.443,-12.919,0
0.88206,3.0744,-1.3426e-22,-0.00361,1,24.274,24.45,-12.85,0
0.88158,3.068,1.4447e-21,-0.0053611,1,24.343,24.457,-12.781,0
0.88117,3.062,3.0472e-21,-0.007145,1,24.413,24.464,-12.712,0
0.88082,3.0563,4.6735e-21,-0.0089618,1,24.482,24.471,-12.643,0
0.88053,3.0509,6.3236e-21,-0.010812,1,24.551,24.478,-12.574,0
0.8803,3.0459,7.9975e-21,-0.012694,1,24.621,24.485,-12.505,0
0.88013,3.0412,9.6953e-21,-0.01461,1,24.69,24.492,-12.436,0
0.88003,3.0369,1.1417e-20,-0.01656,1,24.759,24.499,-12.367,0
0.87998,3.0329,1.3163e-20,-0.018542,1,24.829,24.506,-12.298,0
0.87978,3.0289,1.4564e-20,-0.020127,1,24.898,24.513,-12.229,0
0.87941,3.0249,1.5529e-20,-0.021327,1,24.967,24.52,-12.16,0
0.87911,3.0211,1.6397e-20,-0.022575,1,25.037,24.527,-12.091,0
0.87886,3.0176,1.7166e-20,-0.023872,1,25.106,24.534,-12.022,0
0.87866,3.0144,1.7837e-20,-0.025219,1,25.176,24.541,-11.953,0
0.87853,3.0114,1.841e-20,-0.026615,1,25.245,24.548,-11.884,0
0.87845,3.0087,1.8885e-20,-0.028061,1,25.314,24.555,-11.815,0
0.87843,3.0062,1.926e-20,-0.029556,1,25.384,24.562,-11.746,0
0.87847,3.0041,1.9536e-20,-0.031101,1,25.453,24.569,-11.677,0
0.87857,3.0022,1.9712e-20,-0.032697,1,25.522,24.576,-11.608,0
0.87873,3.0005,1.9789e-20,-0.034342,1,25.592,24.583,-11.539,0
0.87894,2.9991,1.9766e-20,-0.036038,1,25.661,24.59,-11.47,0
0.87922,2.998,1.9643e-20,-0.037783,1,25.73,24.597,-11.401,0
0.87955,2.9972,1.9419e-20,-0.03958,1,25.8,24.604,-11.332,0
0.87966,2.9962,1.8341e-20,-0.041098,1,25.869,24.611,-11.263,0
0.87958,2.9949,1.6591e-20,-0.042389,1,25.938,24.618,-11.194,0
0.87955,2.9939,1.4828e-20,-0.043734,1,26.008,24.625,-11.125,0
0.87958,2.9931,1.3051e-20,-0.045131,1,26.077,24.632,-11.056,0
0.87966,2.9924,1.1262e-20,-0.046581,1,26.147,24.639,-10.987,0
0.87979,2.992,9.4582e-21,-0.048085,1,26.216,24.646,-10.918,0
0.87997,2.9918,7.6414e-21,-0.049641,1,26.285,24.653,-10.849,0
0.8802,2.9917,5.811e-21,-0.051252,1,26.355,24.66,-10.78,0
0.87902,2.9844,4.0116e-21,-0.053289,1,26.424,24.667,-10.711,0
0.87765,2.9763,2.2573e-21,-0.055402,1,26.493,24.674,-10.642,0
0.87627,2.9682,5.4545e-22,-0.057536,1,26.563,24.681,-10.573,0
0.8749,2.9602,-1.1237e-21,-0.059694,1,26.632,24.688,-10.504,0
0.87353,2.9523,-2.7501e-21,-0.061874,1,26.701,24.695,-10.435,0
0.87217,2.9445,-4.3337e-21,-0.064076,1,26.771,24.702,-10.366,0
0.87081,2.9368,-5.8743e-21,-0.066301,1,26.84,24.709,-10.297,0
0.86918,2.9294,-5.8113e-21,-0.068291,1,26.909,24.716,-10.228,0
0.86754,2.922,-5.6026e-21,-0.070283,1,26.979,24.723,-10.159,0
0.8659,2.9147,-5.35e-21,-0.072294,1,27.048,24.73,-10.09,0
0.86426,2.9075,-5.0533e-21,-0.074323,1,27.117,24.737,-10.021,0
0.86263,2.9003,-4.7125e-21,-0.07637,1,27.187,24.744,-9.952,0
0.86101,2.8932,-4.3274e-21,-0.078436,1,27.256,24.751,-9.883,0
0.85939,2.8862,-3.8981e-21,-0.080521,1,27.326,24.758,-9.814,0
0.85777,2.8792,-3.4243e-21,-0.082624,1,27.395,24.765,-9.745,0
0.85615,2.8724,-2.906e-21,-0.084746,1,27.464,24.772,-9.676,0
0.85455,2.8655,-2.3431e-21,-0.086886,1,27.534,24.779,-9.607,0
0.85294,2.8588,-1.7356e-21,-0.089046,1,27.603,24.786,-9.538,0
0.85134,2.8521,-1.0832e-21,-0.091224,1,27.672,24.793,-9.469,0
0.84974,2.8455,-3.8589e-22,-0.093421,1,27.742,24.8,-9.4,0
0.84815,2.839,3.5636e-22,-0.095636,1,27.811,24.807,-9.331,0
0.84656,2.8325,1.1437e-21,-0.097871,1,27.88,24.814,-9.262,0
0.8449,2.8264,1.2861e-21,-0.099969,1,27.95,24.821,-9.193,0
0.84319,2.8204,1.0023e-21,-0.10199,1,28.019,24.828,-9.124,0
0.84148,2.8145,6.5686e-22,-0.10403,1,28.088,24.835,-9.055,0
0.83978,2.8086,2.4955e-22,-0.10608,1,28.158,24.842,-8.986,0
0.83807,2.8027,-2.1973e-22,-0.10814,1,28.227,24.849,-8.917,0
0.83637,2.7969,-7.5105e-22,-0.11022,1,28.296,24.856,-8.848,0
0.83466,2.7911,-1.3445e-21,-0.11231,1,28.366,24.863,-8.779,0
0.83296,2.7854,-2.0003e-21,-0.11441,1,28.435,24.87,-8.71,0
0.83125,2.7797,-2.7186e-21,-0.11652,1,28.505,24.877,-8.641,0
0.82955,2.774,-3.4993e-21,-0.11865,1,28.574,24.884,-8.572,0
0.82785,2.7684,-4.3427e-21,-0.12079,1,28.643,24.891,-8.503,0
0.82615,2.7628,-5.2488e-21,-0.12294,1,28.713,24.898,-8.434,0
0.82445,2.7572,-6.2178e-21,-0.1251,1,28.782,24.905,-8.365,0
0.82275,2.7517,-7.2499e-21,-0.12728,1,28.851,24.912,-8.296,0
0.82105,2.7462,-8.345e-21,-0.12947,1,28.921,24.919,-8.227,0
0.81935,2.7407,-9.5033e-21,-0.13167,1,28.99,24.926,-8.158,0
0.81758,2.7354,-9.9335e-21,-0.13365,1,29.059,24.933,-8.089,0
0.81576,2.7303,-9.8532e-21,-0.13547,1,29.129,24.94,-8.02,0
0.81394,2.7251,-9.794e-21,-0.13731,1,29.198,24.947,-7.951,0
0.81211,2.7199,-9.7558e-21,-0.13916,1,29.267,24.954,-7.882,0
0.81028,2.7148,-9.7388e-21,-0.14101,1,29.337,24.961,-7.813,0
0.80844,2.7096,-9.7429e-21,-0.14288,1,29.406,24.968,-7.744,0
0.8066,2.7045,-9.7682e-21,-0.14476,1,29.476,24.975,-7.675,0
0.80475,2.6994,-9.8148e-21,-0.14665,1,29.545,24.982,-7.606,0
0.80291,2.6943,-9.8826e-21,-0.14855,1,29.614,24.989,-7.537,0
0.80105,2.6892,-9.9717e-21,-0.15046,1,29.684,24.996,-7.468,0
0.7992,2.6841,-1.0082e-20,-0.15238,1,29.753,25.003,-7.399,0
0.79733,2.679,-1.0214e-20,-0.15431,1,29.822,25.01,-7.33,0
0.79547,2.6739,-1.0367e-20,-0.15625,1,29.892,25.017,-7.261,0
0.7936,2.6689,-1.0542e-20,-0.15821,1,29.961,25.024,-7.192,0
0.79172,2.6638,-1.0738e-20,-0.16017,1,30.03,25.031,-7.123,0
0.78984,2.6588,-1.0956e-20,-0.16215,1,30.1,25.038,-7.054,0
0.78796,2.6538,-1.1195e-20,-0.16413,1,30.169,25.045,-6.985,0
0.78606,2.6488,-1.025e-20,-0.1657,1,30.238,25.052,-6.916,0
0.78414,2.6438,-8.8123e-21,-0.16711,1,30.308,25.059,-6.847,0
0.78221,2.6388,-7.343e-21,-0.16853,1,30.377,25.066,-6.778,0
0.78029,2.6339,-5.8419e-21,-0.16995,1,30.446,25.073,-6.709,0
0.77835,2.6289,-4.3088e-21,-0.17138,1,30.516,25.08,-6.64,0
0.77642,2.6239,-2.7439e-21,-0.17282,1,30.585,25.087,-6.571,0
0.77447,2.6189,-1.1471e-21,-0.17427,1,30.655,25.094,-6.502,0
0.77253,2.6139,4.8174e-22,-0.17573,1,30.724,25.101,-6.433,0
0.77058,2.609,2.1426e-21,-0.17719,1,30.793,25.108,-6.364,0
0.76862,2.604,3.8355e-21,-0.17866,1,30.863,25.115,-6.295,0
0.76666,2.599,5.5605e-21,-0.18014,1,30.932,25.122,-6.226,0
0.7647,2.594,7.3176e-21,-0.18163,1,31.001,25.129,-6.157,0
0.76273,2.589,9.1069e-21,-0.18312,1,31.071,25.136,-6.088,0
0.76075,2.584,1.0928e-20,-0.18463,1,31.14,25.143,-6.019,0
0.75877,2.579,1.2782e-20,-0.18614,1,31.209,25.15,-5.95,0
0.75679,2.574,1.4668e-20,-0.18766,1,31.279,25.157,-5.881,0
0.7548,2.569,1.6587e-20,-0.18918,1,31.348,25.164,-5.812,0
0.75281,2.564,1.8537e-20,-0.19072,1,31.417,25.171,-5.743,0
0.75064,2.5589,1.7993e-20,-0.19156,1,31.487,25.178,-5.674,0
0.74846,2.5538,1.7259e-20,-0.19235,1,31.556,25.185,-5.605,0
0.74626,2.5487,1.6529e-20,-0.19314,1,31.625,25.192,-5.536,0
0.74407,2.5436,1.5802e-20,-0.19393,1,31.695,25.199,-5.467,0
0.74186,2.5385,1.5079e-20,-0.19472,1,31.764,25.206,-5.398,0
0.73965,2.5334,1.4359e-20,-0.1955,1,31.834,25.213,-5.329,0
0.73743,2.5283,1.3643e-20,-0.19629,1,31.903,25.22,-5.26,0
0.7352,2.5232,1.2931e-20,-0.19708,1,31.972,25.227,-5.191,0
0.73297,2.5181,1.2222e-20,-0.19787,1,32.042,25.234,-5.122,0
0.73073,2.5129,1.1517e-20,-0.19865,1,32.111,25.241,-5.053,0
0.72848,2.5078,1.0816e-20,-0.19944,1,32.18,25.248,-4.984,0
0.72623,2.5026,1.0118e-20,-0.20022,1,32.25,25.255,-4.915,0
0.72397,2.4974,9.4233e-21,-0.20101,1,32.319,25.262,-4.846,0
0.72171,2.4923,8.7325e-21,-0.2018,1,32.388,25.269,-4.777,0
0.71943,2.4871,8.0454e-21,-0.20258,1,32.458,25.276,-4.708,0
0.71716,2.4819,7.3618e-21,-0.20336,1,32.527,25.283,-4.639,0
0.71487,2.4767,6.6819e-21,-0.20415,1,32.596,25.29,-4.57,0
0.71258,2.4715,6.0056e-21,-0.20493,1,32.666,25.297,-4.501,0
0.71029,2.4663,5.4174e-21,-0.20561,1,32.735,25.304,-4.432,0
0.70807,2.461,5.5461e-21,-0.20543,1,32.805,25.311,-4.363,0
0.70585,2.4558,5.6733e-21,-0.20525,1,32.874,25.318,-4.294,0
0.70363,2.4505,5.7989e-21,-0.20508,1,32.943,25.325,-4.225,0
0.70139,2.4453,5.923e-21,-0.2049,1,33.013,25.332,-4.156,0
0.69915,2.44,6.0456e-21,-0.20472,1,33.082,25.339,-4.087,0
0.69691,2.4347,6.1667e-21,-0.20454,1,33.151,25.346,-4.018,0
0.69465,2.4295,6.2862e-21,-0.20437,1,33.221,25.353,-3.949,0
0.69239,2.4242,6.4041e-21,-0.20419,1,33.29,25.36,-3.88,0
0.69013,2.4189,6.5206e-21,-0.20401,1,33.359,25.367,-3.811,0
0.68785,2.4136,6.6355e-21,-0.20384,1,33.429,25.374,-3.742,0
0.68557,2.4083,6.7488e-21,-0.20366,1,33.498,25.381,-3.673,0
0.68329,2.403,6.8606e-21,-0.20349,1,33.567,25.388,-3.604,0
0.68099,2.3977,6.9709e-21,-0.20332,1,33.637,25.395,-3.535,0
0.67869,2.3924,7.0796e-21,-0.20315,1,33.706,25.402,-3.466,0
0.67638,2.3871,7.1868e-21,-0.20297,1,33.775,25.409,-3.397,0
0.67407,2.3818,7.2925e-21,-0.2028,1,33.845,25.416,-3.328,0
0.67175,2.3765,7.3966e-21,-0.20263,1,33.914,25.423,-3.259,0
0.66942,2.3712,7.4991e-21,-0.20246,1,33.984,25.43,-3.19,0
0.66709,2.3659,7.6002e-21,-0.20229,1,34.053,25.437,-3.121,0
0.6647,2.3606,7.6752e-21,-0.202,1,34.122,25.444,-3.052,0
0.66188,2.3551,7.5408e-21,-0.20064,1,34.192,25.451,-2.983,0
0.65905,2.3496,7.4061e-21,-0.19928,1,34.261,25.458,-2.914,0
0.65623,2.3441,7.2711e-21,-0.19792,1,34.33,25.465,-2.845,0
0.65341,2.3386,7.1359e-21,-0.19655,1,34.4,25.472,-2.776,0
0.6506,2.3331,7.0004e-21,-0.19518,1,34.469,25.479,-2.707,0
0.64778,2.3276,6.8647e-21,-0.19381,1,34.538,25.486,-2.638,0
0.64496,2.3221,6.7287e-21,-0.19244,1,34.608,25.493,-2.569,0
0.64215,2.3166,6.5925e-21,-0.19107,1,34.677,25.5,-2.5,0
0.63933,2.3111,6.456e-21,-0.18969,1,34.746,25.507,-2.431,0
0.63652,2.3056,6.3192e-21,-0.18832,1,34.816,25.514,-2.362,0
0.63371,2.3001,6.1822e-21,-0.18693,1,34.885,25.521,-2.293,0
0.6309,2.2946,6.045e-21,-0.18555,1,34.954,25.528,-2.224,0
0.62809,2.2891,5.9074e-21,-0.18417,1,35.024,25.535,-2.155,0
0.62528,2.2836,5.7696e-21,-0.18278,1,35.093,25.542,-2.086,0
0.62247,2.2781,5.6316e-21,-0.18139,1,35.163,25.549,-2.017,0
0.61966,2.2726,5.4933e-21,-0.18,1,35.232,25.556,-1.948,0
0.61686,2.2671,5.3548e-21,-0.1786,1,35.301,25.563,-1.879,0
0.61405,2.2616,5.216e-21,-0.17721,1,35.371,25.57,-1.81,0
0.61125,2.2561,5.0769e-21,-0.17581,1,35.44,25.577,-1.741,0
0.60845,2.2506,4.9376e-21,-0.17441,1,35.509,25.584,-1.672,0
0.60565,2.2451,4.798e-21,-0.173,1,35.579,25.591,-1.603,0
0.60245,2.2402,4.7297e-21,-0.17084,1,35.648,25.598,-1.534,0
0.5991,2.2355,4.687e-21,-0.16839,1,35.717,25.605,-1.465,0
0.59575,2.2309,4.6449e-21,-0.16592,1,35.787,25.612,-1.396,0
0.59239,2.2262,4.6033e-21,-0.16343,1,35.856,25.619,-1.327,0
0.58903,2.2216,4.5623e-21,-0.16092,1,35.925,25.626,-1.258,0
0.58566,2.2169,4.5219e-21,-0.1584,1,35.995,25.633,-1.189,0
0.58228,2.2122,4.4819e-21,-0.15586,1,36.064,25.64,-1.12,0
0.5789,2.2075,4.4426e-21,-0.15329,1,36.134,25.647,-1.051,0
0.57552,2.2028,4.4038e-21,-0.15071,1,36.203,25.654,-0.982,0
0.57213,2.1982,4.3655e-21,-0.14811,1,36.272,25.661,-0.913,0
0.56873,2.1935,4.3278e-21,-0.14549,1,36.342,25.668,-0.844,0
0.56533,2.1888,4.2906e-21,-0.14286,1,36.411,25.675,-0.775,0
0.56193,2.1841,4.254e-21,-0.1402,1,36.48,25.682,-0.706,0
0.55852,2.1794,4.2179e-21,-0.13753,1,36.55,25.689,-0.637,0
0.5551,2.1746,4.1824e-21,-0.13484,1,36.619,25.696,-0.568,0
0.55168,2.1699,4.1474e-21,-0.13213,1,36.688,25.703,-0.499,0
0.54825,2.1652,4.113e-21,-0.1294,1,36.758,25.71,-0.43,0
0.54482,2.1605,4.0791e-21,-0.12665,1,36.827,25.717,-0.361,0
0.54138,2.1558,4.0458e-21,-0.12388,1,36.896,25.724,-0.292,0
0.53794,2.151,4.013e-21,-0.1211,1,36.966,25.731,-0.223,0
0.53449,2.1463,3.9807e-21,-0.1183,1,37.035,25.738,-0.154,0
0.53104,2.1415,3.949e-21,-0.11547,1,37.104,25.745,-0.085,0
0.52758,2.1368,3.9179e-21,-0.11263,1,37.174,25.752,-0.016,0
0.52335,2.132,3.7349e-21,-0.10934,1,37.243,25.759,0.053,0
0.51887,2.1272,3.5069e-21,-0.10589,1,37.313,25.766,0.122,0
0.51437,2.1224,3.2801e-21,-0.10243,1,37.382,25.773,0.191,0
0.50984,2.1176,3.0545e-21,-0.098954,1,37.451,25.78,0.26,0
0.50528,2.1128,2.8299e-21,-0.095459,1,37.521,25.787,0.329,0
0.5007,2.1079,2.6065e-21,-0.091947,1,37.59,25.794,0.398,0
0.49609,2.103,2.3843e-21,-0.088419,1,37.659,25.801,0.467,0
0.49145,2.0981,2.1631e-21,-0.084873,1,37.729,25.808,0.536,0
0.48679,2.0932,1.9432e-21,-0.081311,1,37.798,25.815,0.605,0
0.48211,2.0882,1.7243e-21,-0.077732,1,37.867,25.822,0.674,0
0.4774,2.0833,1.5066e-21,-0.074136,1,37.937,25.829,0.743,0
0.47266,2.0783,1.29e-21,-0.070524,1,38.006,25.836,0.812,0
0.4679,2.0733,1.0746e-21,-0.066894,1,38.075,25.843,0.881,0
0.46311,2.0682,8.6029e-22,-0.063248,1,38.145,25.85,0.95,0
0.4583,2.0632,6.4712e-22,-0.059585,1,38.214,25.857,1.019,0
0.45346,2.0581,4.351e-22,-0.055905,1,38.283,25.864,1.088,0
0.44859,2.0531,2.2421e-22,-0.052208,1,38.353,25.871,1.157,0
0.4437,2.048,1.4456e-23,-0.048495,1,38.422,25.878,1.226,0
0.43946,2.0453,0,-0.046067,1,38.492,25.885,1.295,0
0.43524,2.0428,0,-0.043735,1,38.561,25.892,1.364,0
0.43099,2.0403,0,-0.041402,1,38.63,25.899,1.433,0
0.42672,2.0377,0,-0.039067,1,38.7,25.906,1.502,0
0.42242,2.0352,0,-0.036732,1,38.769,25.913,1.571,0
0.4181,2.0326,0,-0.034396,1,38.838,25.92,1.64,0
0.41376,2.03,0,-0.032059,1,38.908,25.927,1.709,0
0.40939,2.0274,0,-0.02972,1,38.977,25.934,1.778,0
0.40499,2.0247,0,-0.027381,1,39.046,25.941,1.847,0
0.40057,2.022,0,-0.025041,1,39.116,25.948,1.916,0
0.39612,2.0193,0,-0.0227,1,39.185,25.955,1.985,0
0.39165,2.0166,0,-0.020357,1,39.254,25.962,2.054,0
0.38715,2.0139,0,-0.018014,1,39.324,25.969,2.123,0
0.38263,2.0111,0,-0.01567,1,39.393,25.976,2.192,0
0.37808,2.0084,0,-0.013325,1,39.463,25.983,2.261,0
0.37351,2.0056,0,-0.010979,1,39.532,25.99,2.33,0
0.36891,2.0028,0,-0.0086314,1,39.601,25.997,2.399,0
0.36435,2.0001,0,-0.0064262,1,39.671,26.004,2.468,0
0.36034,1.9994,0,-0.0056103,1,39.74,26.011,2.537,0
0.35631,1.9987,0,-0.0048041,1,39.809,26.018,2.606,0
0.35225,1.998,0,-0.0040077,1,39.879,26.025,2.675,0
0.34817,1.9972,0,-0.0032211,1,39.948,26.032,2.744,0
0.34407,1.9965,0,-0.0024442,1,40.017,26.039,2.813,0
0.33995,1.9957,0,-0.001677,1,40.087,26.046,2.882,0
0.3358,1.9949,0,-0.00091969,1,40.156,26.053,2.951,0
0.33163,1.994,0,-0.00017209,1,40.225,26.06,3.02,0
0.32744,1.9932,0,0.00056575,1,40.295,26.067,3.089,0
0.32323,1.9923,0,0.0012938,1,40.364,26.074,3.158,0
0.31899,1.9914,0,0.0020121,1,40.433,26.081,3.227,0
0.31473,1.9905,0,0.0027207,1,40.503,26.088,3.296,0
0.31045,1.9895,0,0.0034195,1,40.572,26.095,3.365,0
0.30615,1.9886,0,0.0041085,1,40.642,26.102,3.434,0
0.30183,1.9876,0,0.0047878,1,40.711,26.109,3.503,0
0.29748,1.9866,0,0.0054573,1,40.78,26.116,3.572,0
0.29311,1.9856,0,0.006117,1,40.85,26.123,3.641,0
0.28892,1.985,0,0.0064522,1,40.919,26.13,3.71,0
0.28532,1.9855,0,0.0058611,1,40.988,26.137,3.779,0
0.2817,1.9861,0,0.0052545,1,41.058,26.144,3.848,0
0.27806,1.9866,0,0.0046325,1,41.127,26.151,3.917,0
0.27441,1.9871,0,0.0039953,1,41.196,26.158,3.986,0
0.27073,1.9876,0,0.0033425,1,41.266,26.165,4.055,0
0.26704,1.9881,0,0.0026742,1,41.335,26.172,4.124,0
0.26333,1.9886,0,0.0019905,1,41.404,26.179,4.193,0
0.2596,1.9891,0,0.0012913,1,41.474,26.186,4.262,0
0.25585,1.9895,0,0.00057674,1,41.543,26.193,4.331,0
0.25209,1.9899,0,-0.00015326,1,41.612,26.2,4.4,0
0.24831,1.9903,0,-0.00089869,1,41.682,26.207,4.469,0
0.2445,1.9907,0,-0.0016596,1,41.751,26.214,4.538,0
0.24068,1.9911,0,-0.0024358,1,41.821,26.221,4.607,0
0.23685,1.9914,0,-0.0032276,1,41.89,26.228,4.676,0
0.23299,1.9918,0,-0.0040347,1,41.959,26.235,4.745,0
0.22912,1.9921,0,-0.0048573,1,42.029,26.242,4.814,0
0.22522,1.9924,0,-0.0056953,1,42.098,26.249,4.883,0
0.22165,1.9931,0,-0.0067921,1,42.167,26.256,4.952,0
0.21854,1.9945,0,-0.0082416,1,42.237,26.263,5.021,0
0.21542,1.9958,0,-0.0097066,1,42.306,26.27,5.09,0
0.21228,1.9971,0,-0.011187,1,42.375,26.277,5.159,0
0.20913,1.9984,0,-0.012683,1,42.445,26.284,5.228,0
0.20597,1.9997,0,-0.014195,1,42.514,26.291,5.297,0
0.20279,2.001,0,-0.015721,1,42.583,26.298,5.366,0
0.1996,2.0023,0,-0.017264,1,42.653,26.305,5.435,0
0.19639,2.0035,0,-0.018822,1,42.722,26.312,5.504,0
0.19317,2.0048,0,-0.020395,1,42.792,26.319,5.573,0
0.18994,2.006,0,-0.021984,1,42.861,26.326,5.642,0
0.1867,2.0072,0,-0.023588,1,42.93,26.333,5.711,0
0.18344,2.0084,0,-0.025208,1,43,26.34,5.78,0
0.18016,2.0096,0,-0.026844,1,43.069,26.347,5.849,0
0.17688,2.0108,0,-0.028494,1,43.138,26.354,5.918,0
0.17358,2.012,0,-0.030161,1,43.208,26.361,5.987,0
0.17026,2.0131,0,-0.031843,1,43.277,26.368,6.056,0
0.16693,2.0142,0,-0.03354,1,43.346,26.375,6.125,0
0.16402,2.0158,0,-0.035276,1,43.416,26.382,6.194,0
0.1614,2.0175,0,-0.037043,1,43.485,26.389,6.263,0
0.15876,2.0193,0,-0.038823,1,43.554,26.396,6.332,0
0.15612,2.0211,0,-0.040616,1,43.624,26.403,6.401,0
0.15347,2.0228,0,-0.042422,1,43.693,26.41,6.47,0
0.15081,2.0246,0,-0.044241,1,43.762,26.417,6.539,0
0.14814,2.0263,0,-0.046073,1,43.832,26.424,6.608,0
0.14547,2.0281,0,-0.047918,1,43.901,26.431,6.677,0
0.14278,2.0298,0,-0.049776,1,43.971,26.438,6.746,0
0.14008,2.0315,0,-0.051647,1,44.04,26.445,6.815,0
0.13738,2.0332,0,-0.053531,1,44.109,26.452,6.884,0
0.13467,2.0349,0,-0.055428,1,44.179,26.459,6.953,0
0.13194,2.0366,0,-0.057338,1,44.248,26.466,7.022,0
0.12921,2.0382,0,-0.059261,1,44.317,26.473,7.091,0
0.12647,2.0399,0,-0.061197,1,44.387,26.48,7.16,0
0.12372,2.0415,0,-0.063146,1,44.456,26.487,7.229,0
0.12096,2.0432,0,-0.065108,1,44.525,26.494,7.298,0
0.11819,2.0448,0,-0.067083,1,44.595,26.501,7.367,0
0.11587,2.0467,0,-0.068874,1,44.664,26.508,7.436,0
0.1137,2.0487,0,-0.070609,1,44.733,26.515,7.505,0
0.11152,2.0507,0,-0.072354,1,44.803,26.522,7.574,0
0.10934,2.0527,0,-0.074109,1,44.872,26.529,7.643,0
0.10716,2.0547,0,-0.075873,1,44.941,26.536,7.712,0
0.10496,2.0567,0,-0.077648,1,45.011,26.543,7.781,0
0.10277,2.0587,0,-0.079432,1,45.08,26.55,7.85,0
0.10057,2.0607,0,-0.081227,1,45.15,26.557,7.919,0
0.098359,2.0626,0,-0.083031,1,45.219,26.564,7.988,0
0.096147,2.0646,0,-0.084846,1,45.288,26.571,8.057,0
0.09393,2.0665,0,-0.08667,1,45.358,26.578,8.126,0
0.091708,2.0685,0,-0.088504,1,45.427,26.585,8.195,0
0.089481,2.0704,0,-0.090348,1,45.496,26.592,8.264,0
0.087248,2.0723,0,-0.092203,1,45.566,26.599,8.333,0
0.08501,2.0742,0,-0.094067,1,45.635,26.606,8.402,0
0.082767,2.0762,0,-0.095941,1,45.704,26.613,8.471,0
0.080519,2.0781,0,-0.097825,1,45.774,26.62,8.54,0
0.078266,2.08,0,-0.099719,1,45.843,26.627,8.609,0
0.076438,2.0821,0,-0.10126,1,45.912,26.634,8.678,0
0.074651,2.0843,0,-0.10277,1,45.982,26.641,8.747,0
0.072862,2.0864,0,-0.10429,1,46.051,26.648,8.816,0
0.071072,2.0885,0,-0.10581,1,46.121,26.655,8.885,0
0.069279,2.0907,0,-0.10735,1,46.19,26.662,8.954,0
0.067484,2.0928,0,-0.10889,1,46.259,26.669,9.023,0
0.065686,2.095,0,-0.11044,1,46.329,26.676,9.092,0
0.063887,2.0971,0,-0.11199,1,46.398,26.683,9.161,0
0.062086,2.0992,0,-0.11355,1,46.467,26.69,9.23,0
0.060282,2.1013,0,-0.11512,1,46.537,26.697,9.299,0
0.058477,2.1035,0,-0.1167,1,46.606,26.704,9.368,0
0.056669,2.1056,0,-0.11828,1,46.675,26.711,9.437,0
0.054859,2.1077,0,-0.11987,1,46.745,26.718,9.506,0
0.053047,2.1098,0,-0.12147,1,46.814,26.725,9.575,0
0.051233,2.1119,0,-0.12308,1,46.883,26.732,9.644,0
0.049417,2.114,0,-0.12469,1,46.953,26.739,9.713,0
0.047599,2.1161,0,-0.12631,1,47.022,26.746,9.782,0
0.045805,2.1182,0,-0.12791,1,47.091,26.753,9.851,0
0.044361,2.1204,0,-0.12906,1,47.161,26.76,9.92,0
0.042917,2.1226,0,-0.13023,1,47.23,26.767,9.989,0
0.041473,2.1249,0,-0.13139,1,47.3,26.774,10.058,0
0.040029,2.1271,0,-0.13256,1,47.369,26.781,10.127,0
0.038585,2.1293,0,-0.13374,1,47.438,26.788,10.196,0
0.037141,2.1315,0,-0.13492,1,47.508,26.795,10.265,0
0.035697,2.1337,0,-0.13611,1,47.577,26.802,10.334,0
0.034253,2.1359,0,-0.1373,1,47.646,26.809,10.403,0
0.032809,2.1382,0,-0.1385,1,47.716,26.816,10.472,0
0.031364,2.1404,0,-0.1397,1,47.785,26.823,10.541,0
0.02992,2.1426,0,-0.14091,1,47.854,26.83,10.61,0
0.028476,2.1448,0,-0.14213,1,47.924,26.837,10.679,0
0.027032,2.147,0,-0.14335,1,47.993,26.844,10.748,0
0.025587,2.1492,0,-0.14457,1,48.062,26.851,10.817,0
0.024143,2.1514,0,-0.1458,1,48.132,26.858,10.886,0
0.022698,2.1536,0,-0.14703,1,48.201,26.865,10.955,0
0.021254,2.1558,0,-0.14827,1,48.27,26.872,11.024,0
0.019875,2.158,0,-0.1494,1,48.34,26.879,11.093,0
