#           x             T        mag(U)             p
       -4.995       348.432   7.25135e-12        100000
       -4.985       348.432   7.25135e-12        100000
       -4.975       348.432   7.25135e-12        100000
       -4.965       348.432   7.25135e-12        100000
       -4.955       348.432   7.25135e-12        100000
       -4.945       348.432   8.31783e-12        100000
       -4.935       348.432   1.04508e-11        100000
       -4.925       348.432   1.25837e-11        100000
       -4.915       348.432   1.47167e-11        100000
       -4.905       348.432   1.68496e-11        100000
       -4.895       348.432   1.89826e-11        100000
       -4.885       348.432   2.11156e-11        100000
       -4.875       348.432   2.32485e-11        100000
       -4.865       348.432   2.53815e-11        100000
       -4.855       348.432   2.75144e-11        100000
       -4.845       348.432   3.30229e-11        100000
       -4.835       348.432   4.19068e-11        100000
       -4.825       348.432   5.07907e-11        100000
       -4.815       348.432   5.96746e-11        100000
       -4.805       348.432   6.85585e-11        100000
       -4.795       348.432   7.74424e-11        100000
       -4.785       348.432   8.63263e-11        100000
       -4.775       348.432   9.52102e-11        100000
       -4.765       348.432   1.04094e-10        100000
       -4.755       348.432   1.12978e-10        100000
       -4.745       348.432   1.36718e-10        100000
       -4.735       348.432   1.75315e-10        100000
       -4.725       348.432   2.13911e-10        100000
       -4.715       348.432   2.52507e-10        100000
       -4.705       348.432   2.91104e-10        100000
       -4.695       348.432     3.297e-10        100000
       -4.685       348.432   3.68297e-10        100000
       -4.675       348.432   4.06893e-10        100000
       -4.665       348.432   4.45489e-10        100000
       -4.655       348.432   4.84086e-10        100000
       -4.645       348.432   5.84201e-10        100000
       -4.635       348.432   7.45834e-10        100000
       -4.625       348.432   9.07468e-10        100000
       -4.615       348.432    1.0691e-09        100000
       -4.605       348.432   1.23074e-09        100000
       -4.595       348.432   1.39237e-09        100000
       -4.585       348.432     1.554e-09        100000
       -4.575       348.432   1.71564e-09        100000
       -4.565       348.432   1.87727e-09        100000
       -4.555       348.432    2.0389e-09        100000
       -4.545       348.432   2.45004e-09        100000
       -4.535       348.432   3.11069e-09        100000
       -4.525       348.432   3.77134e-09        100000
       -4.515       348.432   4.43199e-09        100000
       -4.505       348.432   5.09264e-09        100000
       -4.495       348.432   5.75328e-09        100000
       -4.485       348.432   6.41393e-09        100000
       -4.475       348.432   7.07458e-09        100000
       -4.465       348.432   7.73523e-09        100000
       -4.455       348.432   8.39588e-09        100000
       -4.445       348.432     1.004e-08        100000
       -4.435       348.432   1.26677e-08        100000
       -4.425       348.432   1.52954e-08        100000
       -4.415       348.432    1.7923e-08        100000
       -4.405       348.432   2.05507e-08        100000
       -4.395       348.432   2.31783e-08        100000
       -4.385       348.432    2.5806e-08        100000
       -4.375       348.432   2.84337e-08        100000
       -4.365       348.432   3.10613e-08        100000
       -4.355       348.432    3.3689e-08        100000
       -4.345       348.432   4.00865e-08        100000
       -4.335       348.432   5.02538e-08        100000
       -4.325       348.432   6.04211e-08        100000
       -4.315       348.432   7.05884e-08        100000
