#           x             T        mag(U)             p
       -4.995       348.432   9.05871e-13        100000
       -4.985       348.432   9.05871e-13        100000
       -4.975       348.432   9.05871e-13        100000
       -4.965       348.432   9.05871e-13        100000
       -4.955       348.432   9.05871e-13        100000
       -4.945       348.432   8.66704e-13        100000
       -4.935       348.432    7.8837e-13        100000
       -4.925       348.432   7.10036e-13        100000
       -4.915       348.432   6.31703e-13        100000
       -4.905       348.432   5.53369e-13        100000
       -4.895       348.432   4.75035e-13        100000
       -4.885       348.432   3.96701e-13        100000
       -4.875       348.432   3.18368e-13        100000
       -4.865       348.432   2.40034e-13        100000
       -4.855       348.432     1.617e-13        100000
       -4.845       348.432   1.43393e-13        100000
       -4.835       348.432   1.85113e-13        100000
       -4.825       348.432   2.26832e-13        100000
       -4.815       348.432   2.68552e-13        100000
       -4.805       348.432   3.10272e-13        100000
       -4.795       348.432   3.51991e-13        100000
       -4.785       348.432   3.93711e-13        100000
       -4.775       348.432   4.35431e-13        100000
       -4.765       348.432    4.7715e-13        100000
       -4.755       348.432    5.1887e-13        100000
       -4.745       348.432   5.27331e-13        100000
       -4.735       348.432   5.02532e-13        100000
       -4.725       348.432   4.77734e-13        100000
       -4.715       348.432   4.52936e-13        100000
       -4.705       348.432   4.28137e-13        100000
       -4.695       348.432   4.03339e-13        100000
       -4.685       348.432    3.7854e-13        100000
       -4.675       348.432   3.53742e-13        100000
       -4.665       348.432   3.28944e-13        100000
       -4.655       348.432   3.04145e-13        100000
       -4.645       348.432   2.77159e-13        100000
       -4.635       348.432   2.47984e-13        100000
       -4.625       348.432    2.1881e-13        100000
       -4.615       348.432   1.89635e-13        100000
       -4.605       348.432    1.6046e-13        100000
       -4.595       348.432   1.31286e-13        100000
       -4.585       348.432   1.02111e-13        100000
       -4.575       348.432   7.29365e-14        100000
       -4.565       348.432   4.37619e-14        100000
       -4.555       348.432   1.45873e-14        100000
       -4.545       348.432   4.11362e-14        100000
       -4.535       348.432   1.23409e-13        100000
       -4.525       348.432   2.05681e-13        100000
       -4.515       348.432   2.87953e-13        100000
       -4.505       348.432   3.70226e-13        100000
       -4.495       348.432   4.52498e-13        100000
       -4.485       348.432   5.34771e-13        100000
       -4.475       348.432   6.17043e-13        100000
       -4.465       348.432   6.99315e-13        100000
       -4.455       348.432   7.81588e-13        100000
       -4.445       348.432   7.82025e-13        100000
       -4.435       348.432   7.00628e-13        100000
       -4.425       348.432   6.19231e-13        100000
       -4.415       348.432   5.37834e-13        100000
       -4.405       348.432   4.56437e-13        100000
       -4.395       348.432    3.7504e-13        100000
       -4.385       348.432   2.93642e-13        100000
       -4.375       348.432   2.12245e-13        100000
       -4.365       348.432   1.30848e-13        100000
       -4.355       348.432    4.9451e-14        100000
       -4.345       348.432   4.98886e-14        100000
       -4.335       348.432   1.32161e-13        100000
       -4.325       348.432   2.14433e-13        100000
       -4.315       348.432   2.96706e-13        100000
       -4.305       348.432   3.78978e-13        100000
       -4.295       348.432    4.6125e-13        100000
       -4.285       348.432   5.43523e-13        100000
       -4.275       348.432   6.25795e-13        100000
       -4.265       348.432   7.08067e-13        100000
       -4.255       348.432    7.9034e-13        100000
       -4.245       348.432   7.89902e-13        100000
       -4.235       348.432   7.06755e-13        100000
       -4.225       348.432   6.23607e-13        100000
       -4.215       348.432   5.40459e-13        100000
       -4.205       348.432   4.57312e-13        100000
       -4.195       348.432   3.74164e-13        100000
       -4.185       348.432   2.91017e-13        100000
       -4.175       348.432   2.07869e-13        100000
       -4.165       348.432   1.24721e-13        100000
       -4.155       348.432   4.15738e-14        100000
       -4.145       348.432   2.46765e-34        100000
       -4.135       348.432    2.2079e-34        100000
       -4.125       348.432   1.94815e-34        100000
       -4.115       348.432   1.68839e-34        100000
       -4.105       348.432   1.42864e-34        100000
       -4.095       348.432   1.16889e-34        100000
       -4.085       348.432   9.09136e-35        100000
       -4.075       348.432   6.49383e-35        100000
       -4.065       348.432    3.8963e-35        100000
       -4.055       348.432   1.29876e-35        100000
       -4.045       348.432   1.45873e-14        100000
       -4.035       348.432   4.37619e-14        100000
       -4.025       348.432   7.29365e-14        100000
       -4.015       348.432   1.02111e-13        100000
       -4.005       348.432   1.31286e-13        100000
       -3.995       348.432    1.6046e-13        100000
       -3.985       348.432   1.89635e-13        100000
       -3.975       348.432   2.18809e-13        100000
       -3.965       348.432   2.47984e-13        100000
       -3.955       348.432   2.77159e-13        100000
       -3.945       348.432   2.91746e-13        100000
       -3.935       348.432   2.91746e-13        100000
       -3.925       348.432   2.91746e-13        100000
       -3.915       348.432   2.91746e-13        100000
       -3.905       348.432   2.91746e-13        100000
       -3.895       348.432   2.91746e-13        100000
       -3.885       348.432   2.91746e-13        100000
       -3.875       348.432   2.91746e-13        100000
       -3.865       348.432   2.91746e-13        100000
       -3.855       348.432   2.91746e-13        100000
       -3.845       348.432   2.77159e-13        100000
       -3.835       348.432   2.47984e-13        100000
       -3.825       348.432    2.1881e-13        100000
       -3.815       348.432   1.89635e-13        100000
       -3.805       348.432    1.6046e-13        100000
       -3.795       348.432   1.31286e-13        100000
       -3.785       348.432   1.02111e-13        100000
       -3.775       348.432   7.29365e-14        100000
       -3.765       348.432   4.37619e-14        100000
       -3.755       348.432   1.45873e-14        100000
       -3.745       348.432    5.1691e-33        100000
       -3.735       348.432   1.55073e-32        100000
       -3.725       348.432   2.58455e-32        100000
       -3.715       348.432   3.61837e-32        100000
       -3.705       348.432   4.65219e-32        100000
       -3.695       348.432   5.68601e-32        100000
       -3.685       348.432   6.71983e-32        100000
       -3.675       348.432   7.75365e-32        100000
       -3.665       348.432   8.78747e-32        100000
       -3.655       348.432   9.82129e-32        100000
       -3.645       348.432   9.82129e-32        100000
       -3.635       348.432   8.78747e-32        100000
       -3.625       348.432   7.75365e-32        100000
       -3.615       348.432   6.71983e-32        100000
       -3.605       348.432   5.68601e-32        100000
       -3.595       348.432   4.65219e-32        100000
       -3.585       348.432   3.61837e-32        100000
       -3.575       348.432   2.58455e-32        100000
       -3.565       348.432   1.55073e-32        100000
       -3.555       348.432    5.1691e-33        100000
       -3.545       348.432             0        100000
       -3.535       348.432             0        100000
       -3.525       348.432             0        100000
       -3.515       348.432             0        100000
       -3.505       348.432             0        100000
       -3.495       348.432             0        100000
       -3.485       348.432             0        100000
       -3.475       348.432             0        100000
       -3.465       348.432             0        100000
       -3.455       348.432             0        100000
       -3.445       348.432    5.1691e-33        100000
       -3.435       348.432   1.55073e-32        100000
       -3.425       348.432   2.58455e-32        100000
       -3.415       348.432   3.61837e-32        100000
       -3.405       348.432   4.65219e-32        100000
       -3.395       348.432   5.68601e-32        100000
       -3.385       348.432   6.71983e-32        100000
       -3.375       348.432   7.75365e-32        100000
       -3.365       348.432   8.78747e-32        100000
       -3.355       348.432   9.82129e-32        100000
       -3.345       348.432   9.82129e-32        100000
       -3.335       348.432   8.78747e-32        100000
       -3.325       348.432   7.75365e-32        100000
       -3.315       348.432   6.71983e-32        100000
       -3.305       348.432   5.68601e-32        100000
       -3.295       348.432   4.65219e-32        100000
       -3.285       348.432   3.61837e-32        100000
       -3.275       348.432   2.58455e-32        100000
       -3.265       348.432   1.55073e-32        100000
       -3.255       348.432    5.1691e-33        100000
       -3.245       348.432   1.45873e-14        100000
       -3.235       348.432   4.37619e-14        100000
       -3.225       348.432   7.29365e-14        100000
       -3.215       348.432   1.02111e-13        100000
       -3.205       348.432   1.31286e-13        100000
       -3.195       348.432    1.6046e-13        100000
       -3.185       348.432   1.89635e-13        100000
       -3.175       348.432    2.1881e-13        100000
       -3.165       348.432   2.47984e-13        100000
       -3.155       348.432   2.77159e-13        100000
       -3.145       348.432   2.77159e-13        100000
       -3.135       348.432   2.47984e-13        100000
       -3.125       348.432    2.1881e-13        100000
       -3.115       348.432   1.89635e-13        100000
       -3.105       348.432    1.6046e-13        100000
       -3.095       348.432   1.31286e-13        100000
       -3.085       348.432   1.02111e-13        100000
       -3.075       348.432   7.29365e-14        100000
       -3.065       348.432   4.37619e-14        100000
       -3.055       348.432   1.45873e-14        100000
       -3.045       348.432    2.5456e-28        100000
       -3.035       348.432   2.49103e-28        100000
       -3.025       348.432   2.43646e-28        100000
       -3.015       348.432   2.38188e-28        100000
       -3.005       348.432   2.32731e-28        100000
       -2.995       348.432   2.27275e-28        100000
       -2.985       348.432   2.21818e-28        100000
       -2.975       348.432   2.16361e-28        100000
       -2.965       348.432   2.10904e-28        100000
       -2.955       348.432   2.05446e-28        100000
       -2.945       348.432    5.8349e-16        100000
       -2.935       348.432   1.75047e-15        100000
       -2.925       348.432   2.91745e-15        100000
       -2.915       348.432   4.08443e-15        100000
