#           x             T        mag(U)             p
       -4.995       348.432   5.25143e-13        100000
       -4.985       348.432   6.12667e-13        100000
       -4.975       348.432    1.1451e-12        100000
       -4.965       348.432   1.54625e-12        100000
       -4.955       348.432     1.838e-12        100000
       -4.945       348.432   1.76507e-12        100000
       -4.935       348.432   1.96928e-12        100000
       -4.925       348.432    3.2092e-13        100000
       -4.915       348.432   1.82342e-13        100000
       -4.905       348.432   5.98079e-13        100000
       -4.895       348.432   2.19539e-12        100000
       -4.885       348.432   1.69942e-12        100000
       -4.875       348.432      9.19e-13        100000
       -4.865       348.432   3.20921e-13        100000
       -4.855       348.432   4.15738e-13        100000
       -4.845       348.432   1.38579e-13        100000
       -4.835       348.432   2.91746e-14        100000
       -4.825       348.432   7.29365e-15        100000
       -4.815       348.432   8.75236e-14        100000
       -4.805       348.432    2.9904e-13        100000
       -4.795       348.432   1.53167e-13        100000
       -4.785       348.432   2.69865e-13        100000
       -4.775       348.432   5.32437e-13        100000
       -4.765       348.432   7.22071e-13        100000
       -4.755       348.432   3.86564e-13        100000
       -4.745       348.432   4.37619e-13        100000
       -4.735       348.432   4.37619e-13        100000
       -4.725       348.432   2.99039e-13        100000
       -4.715       348.432   6.49135e-13        100000
       -4.705       348.432   7.95008e-13        100000
       -4.695       348.432   9.26295e-13        100000
       -4.685       348.432    5.3973e-13        100000
       -4.675       348.432   7.43953e-13        100000
       -4.665       348.432   3.86564e-13        100000
       -4.655       348.432   7.29364e-14        100000
       -4.645       348.432   2.62572e-13        100000
       -4.635       348.432   1.16698e-13        100000
       -4.625       348.432   4.66793e-13        100000
       -4.615       348.432   8.53357e-13        100000
       -4.605       348.432   2.33397e-13        100000
       -4.595       348.432   1.67754e-13        100000
       -4.585       348.432   4.37619e-14        100000
       -4.575       348.432   1.41496e-12        100000
       -4.565       348.432   1.54626e-12        100000
       -4.555       348.432    6.7831e-13        100000
       -4.545       348.432   8.89824e-13        100000
       -4.535       348.432   1.56814e-12        100000
       -4.525       348.432   1.21804e-12        100000
       -4.515       348.432   4.95968e-13        100000
       -4.505       348.432   4.15738e-13        100000
       -4.495       348.432   4.95969e-13        100000
       -4.485       348.432   6.63722e-13        100000
       -4.475       348.432   1.38579e-13        100000
       -4.465       348.432   6.05373e-13        100000
       -4.455       348.432   5.32437e-13        100000
       -4.445       348.432   3.71976e-13        100000
       -4.435       348.432   9.62762e-13        100000
       -4.425       348.432   8.16889e-13        100000
       -4.415       348.432   7.73127e-13        100000
       -4.405       348.432   1.14511e-12        100000
       -4.395       348.432   9.48176e-14        100000
       -4.385       348.432   6.49135e-13        100000
       -4.375       348.432   1.36391e-12        100000
       -4.365       348.432   6.71016e-13        100000
       -4.355       348.432   2.55277e-13        100000
       -4.345       348.432   6.19961e-13        100000
       -4.335       348.432   6.92897e-13        100000
       -4.325       348.432   4.44912e-13        100000
       -4.315       348.432   4.01151e-13        100000
       -4.305       348.432   1.40768e-12        100000
       -4.295       348.432   1.81612e-12        100000
       -4.285       348.432   1.80153e-12        100000
       -4.275       348.432   3.26756e-12        100000
       -4.265       348.432   2.23185e-12        100000
       -4.255       348.432   2.44337e-12        100000
       -4.245       348.432    2.0714e-12        100000
       -4.235       348.432   2.03493e-12        100000
       -4.225       348.432   2.47255e-12        100000
       -4.215       348.432   1.91823e-12        100000
       -4.205       348.432   3.86564e-13        100000
       -4.195       348.432   2.20268e-12        100000
       -4.185       348.432   4.53665e-12        100000
       -4.175       348.432   4.64606e-12        100000
       -4.165       348.432   4.95239e-12        100000
       -4.155       348.432    2.5309e-12        100000
       -4.145       348.432   1.01382e-12        100000
       -4.135       348.432   1.82341e-12        100000
       -4.125       348.432   3.01957e-12        100000
       -4.115       348.432   4.17926e-12        100000
       -4.105       348.432    4.1355e-12        100000
       -4.095       348.432   4.85757e-12        100000
       -4.085       348.432   4.12821e-12        100000
       -4.075       348.432   2.31209e-12        100000
       -4.065       348.432   1.85988e-12        100000
       -4.055       348.432   3.13627e-12        100000
       -4.045       348.432   4.50747e-12        100000
       -4.035       348.432   4.33972e-12        100000
       -4.025       348.432   2.93934e-12        100000
       -4.015       348.432   1.91823e-12        100000
       -4.005       348.432   1.88176e-12        100000
       -3.995       348.432   3.60306e-12        100000
       -3.985       348.432   3.70518e-12        100000
       -3.975       348.432   3.60307e-12        100000
       -3.965       348.432   2.39961e-12        100000
       -3.955       348.432   1.02111e-12        100000
       -3.945       348.432   9.84643e-13        100000
       -3.935       348.432   2.35585e-12        100000
       -3.925       348.432   3.51554e-12        100000
       -3.915       348.432   3.71976e-12        100000
       -3.905       348.432   2.72054e-12        100000
       -3.895       348.432   1.42956e-12        100000
       -3.885       348.432   9.48173e-14        100000
       -3.875       348.432   7.65834e-13        100000
       -3.865       348.432   8.97118e-13        100000
       -3.855       348.432   7.07484e-13        100000
       -3.845       348.432   8.97119e-13        100000
       -3.835       348.432   1.67754e-13        100000
       -3.825       348.432   1.82341e-13        100000
       -3.815       348.432    2.4069e-13        100000
       -3.805       348.432   4.15738e-13        100000
       -3.795       348.432   1.41497e-12        100000
       -3.785       348.432   3.93857e-13        100000
       -3.775       348.432   2.69865e-13        100000
       -3.765       348.432   1.09405e-13        100000
       -3.755       348.432   1.75048e-13        100000
       -3.745       348.432   1.16698e-13        100000
       -3.735       348.432   1.23992e-13        100000
       -3.725       348.432   3.64683e-14        100000
       -3.715       348.432   2.69865e-13        100000
       -3.705       348.432   1.09405e-13        100000
       -3.695       348.432   1.38579e-13        100000
       -3.685       348.432   1.16698e-13        100000
       -3.675       348.432   1.02111e-13        100000
       -3.665       348.432   2.91746e-14        100000
       -3.655       348.432    1.6046e-13        100000
       -3.645       348.432   2.33397e-13        100000
       -3.635       348.432   2.77159e-13        100000
       -3.625       348.432   2.55277e-13        100000
       -3.615       348.432   2.84452e-13        100000
       -3.605       348.432   8.75237e-14        100000
       -3.595       348.432   1.33474e-12        100000
       -3.585       348.432   1.80153e-12        100000
       -3.575       348.432   2.99039e-13        100000
       -3.565       348.432   5.10555e-13        100000
       -3.555       348.432   1.23992e-12        100000
       -3.545       348.432   1.89635e-13        100000
       -3.535       348.432   1.82341e-13        100000
       -3.525       348.432   1.09405e-13        100000
       -3.515       348.432   1.63378e-12        100000
       -3.505       348.432   1.38579e-12        100000
       -3.495       348.432   2.77159e-13        100000
       -3.485       348.432   7.43952e-13        100000
       -3.475       348.432   2.53819e-12        100000
       -3.465       348.432   1.09405e-12        100000
       -3.455       348.432   1.89634e-13        100000
       -3.445       348.432   5.03262e-13        100000
       -3.435       348.432   5.25143e-13        100000
       -3.425       348.432   3.28214e-13        100000
       -3.415       348.432   1.54625e-12        100000
       -3.405       348.432   3.13627e-13        100000
       -3.395       348.432   1.23992e-12        100000
       -3.385       348.432   1.17428e-12        100000
       -3.375       348.432   8.02302e-13        100000
       -3.365       348.432   1.82341e-13        100000
       -3.355       348.432   2.84452e-13        100000
       -3.345       348.432   1.91823e-12        100000
       -3.335       348.432   2.10786e-12        100000
       -3.325       348.432   9.40882e-13        100000
       -3.315       348.432   6.56429e-13        100000
       -3.305       348.432   1.40038e-12        100000
       -3.295       348.432   3.57389e-13        100000
       -3.285       348.432   4.37619e-13        100000
       -3.275       348.432   4.37619e-14        100000
       -3.265       348.432   5.61612e-13        100000
       -3.255       348.432   1.80154e-12        100000
       -3.245       348.432   1.69213e-12        100000
       -3.235       348.432   1.82341e-13        100000
       -3.225       348.432   8.67943e-13        100000
       -3.215       348.432   2.33397e-12        100000
       -3.205       348.432   2.10786e-12        100000
       -3.195       348.432   8.24183e-13        100000
       -3.185       348.432    3.2092e-13        100000
       -3.175       348.432   5.39731e-13        100000
       -3.165       348.432   1.61189e-12        100000
       -3.155       348.432     4.595e-13        100000
       -3.145       348.432    1.6046e-13        100000
       -3.135       348.432   4.52207e-13        100000
       -3.125       348.432   1.56084e-12        100000
       -3.115       348.432    5.3973e-13        100000
       -3.105       348.432   7.22072e-13        100000
       -3.095       348.432   1.75048e-13        100000
       -3.085       348.432   9.48177e-14        100000
       -3.075       348.432   1.45873e-13        100000
       -3.065       348.432   1.05028e-12        100000
       -3.055       348.432   2.29021e-12        100000
       -3.045       348.432    3.2165e-12        100000
       -3.035       348.432   1.17428e-12        100000
       -3.025       348.432   6.56428e-14        100000
       -3.015       348.432    3.7927e-13        100000
       -3.005       348.432   2.84453e-13        100000
       -2.995       348.432   1.96928e-13        100000
       -2.985       348.432   4.66794e-13        100000
       -2.975       348.432   3.50095e-13        100000
       -2.965       348.432   2.33397e-13        100000
       -2.955       348.432   2.62571e-13        100000
       -2.945       348.432   6.41841e-13        100000
       -2.935       348.432   1.13052e-12        100000
       -2.925       348.432   1.33473e-12        100000
       -2.915       348.432   4.81381e-13        100000
       -2.905       348.432   7.87714e-13        100000
       -2.895       348.432   8.09595e-13        100000
       -2.885       348.432   9.33586e-13        100000
       -2.875       348.432   1.29097e-12        100000
       -2.865       348.432   7.36658e-13        100000
       -2.855       348.432   3.42801e-13        100000
       -2.845       348.432   2.69865e-13        100000
       -2.835       348.432   5.10556e-14        100000
       -2.825       348.432   3.35508e-13        100000
       -2.815       348.432   9.48174e-14        100000
       -2.805       348.432   3.50095e-13        100000
       -2.795       348.432   5.10556e-13        100000
       -2.785       348.432   8.53357e-13        100000
       -2.775       348.432   4.52206e-13        100000
       -2.765       348.432    2.1881e-13        100000
       -2.755       348.432   9.33589e-13        100000
       -2.745       348.432   2.38502e-12        100000
       -2.735       348.432   3.09251e-12        100000
       -2.725       348.432    2.2975e-12        100000
       -2.715       348.432   8.60649e-13        100000
       -2.705       348.432   4.37619e-13        100000
       -2.695       348.432   4.37619e-13        100000
       -2.685       348.432   1.09405e-13        100000
       -2.675       348.432   8.24183e-13        100000
       -2.665       348.432   4.74088e-13        100000
       -2.655       348.432   7.80421e-13        100000
       -2.645       348.432    9.7735e-13        100000
       -2.635       348.432   1.61189e-12        100000
       -2.625       348.432   2.24644e-12        100000
       -2.615       348.432   2.00576e-12        100000
       -2.605       348.432   8.46064e-13        100000
       -2.595       348.432    1.6046e-13        100000
       -2.585       348.432   1.09405e-12        100000
       -2.575       348.432   2.26103e-13        100000
       -2.565       348.432   1.56084e-12        100000
       -2.555       348.432   2.24645e-12        100000
       -2.545       348.432   7.22072e-13        100000
       -2.535       348.432   1.97658e-12        100000
       -2.525       348.432   1.62649e-12        100000
       -2.515       348.432   2.11516e-12        100000
       -2.505       348.432   2.46525e-12        100000
       -2.495       348.432   2.62571e-12        100000
       -2.485       348.432   2.61842e-12        100000
       -2.475       348.432   1.84529e-12        100000
       -2.465       348.432   1.45873e-13        100000
       -2.455       348.432   1.00653e-12        100000
       -2.445       348.432   9.40881e-13        100000
       -2.435       348.432   1.50979e-12        100000
       -2.425       348.432   1.15969e-12        100000
       -2.415       348.432   5.76199e-13        100000
       -2.405       348.432   8.82531e-13        100000
       -2.395       348.432   1.06487e-12        100000
       -2.385       348.432   5.76199e-13        100000
       -2.375       348.432   5.32436e-13        100000
       -2.365       348.432   7.14777e-13        100000
       -2.355       348.432   8.75238e-14        100000
       -2.345       348.432   8.16889e-13        100000
       -2.335       348.432   1.84529e-12        100000
       -2.325       348.432   1.46602e-12        100000
       -2.315       348.432   1.02111e-13        100000
       -2.305       348.432   2.26103e-13        100000
       -2.295       348.432    1.9547e-12        100000
       -2.285       348.432     2.757e-12        100000
       -2.275       348.432   2.12974e-12        100000
       -2.265       348.432   9.91937e-13        100000
       -2.255       348.432   1.31286e-13        100000
