"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0049524,3.0024,-7.5944e-21,2.1567,1,0.70456,22.08,-36.3,0
0.0062859,3.003,-9.8261e-21,2.1542,1,0.77501,22.088,-36.23,0
0.0075651,3.0037,-1.2059e-20,2.1517,1,0.84547,22.096,-36.16,0
0.0086676,3.0049,-1.2663e-20,2.1478,1,0.91592,22.104,-36.09,0
0.009532,3.0067,-1.0663e-20,2.1417,1,0.98638,22.112,-36.02,0
0.010351,3.0086,-8.5499e-21,2.1356,1,1.0568,22.12,-35.95,0
0.011125,3.0104,-6.3252e-21,2.1296,1,1.1273,22.128,-35.88,0
0.011855,3.0122,-3.9885e-21,2.1236,1,1.1977,22.136,-35.81,0
0.012539,3.014,-1.5402e-21,2.1177,1,1.2682,22.144,-35.74,0
0.013098,3.0162,9.1513e-22,2.1109,1,1.3387,22.152,-35.67,0
0.013441,3.0189,3.7652e-21,2.1022,1,1.4091,22.16,-35.6,0
0.013757,3.0217,6.5507e-21,2.0935,1,1.4796,22.168,-35.53,0
0.014044,3.0245,9.2717e-21,2.0848,1,1.55,22.176,-35.46,0
0.014303,3.0273,1.1928e-20,2.0761,1,1.6205,22.184,-35.39,0
0.014534,3.03,1.4521e-20,2.0675,1,1.6909,22.192,-35.32,0
0.014665,3.0329,1.6012e-20,2.0583,1,1.7614,22.2,-35.25,0
0.014551,3.0364,1.4309e-20,2.0474,1,1.8318,22.208,-35.18,0
0.014423,3.0399,1.2766e-20,2.0365,1,1.9023,22.216,-35.11,0
0.014281,3.0434,1.1381e-20,2.0257,1,1.9728,22.224,-35.04,0
0.014125,3.0469,1.0156e-20,2.0148,1,2.0432,22.232,-34.97,0
0.013954,3.0503,9.0893e-21,2.004,1,2.1137,22.24,-34.9,0
0.01375,3.0538,7.9611e-21,1.9931,1,2.1841,22.248,-34.83,0
0.013369,3.0577,5.0881e-21,1.9809,1,2.2546,22.256,-34.76,0
0.012984,3.0616,2.4086e-21,1.9688,1,2.325,22.264,-34.69,0
0.012596,3.0655,-7.7804e-23,1.9566,1,2.3955,22.272,-34.62,0
0.012205,3.0693,-2.3713e-21,1.9445,1,2.4659,22.28,-34.55,0
0.01181,3.0732,-4.4727e-21,1.9324,1,2.5364,22.288,-34.48,0
0.011412,3.0771,-6.382e-21,1.9203,1,2.6069,22.296,-34.41,0
0.010949,3.081,-5.0198e-21,1.9077,1,2.6773,22.304,-34.34,0
0.010482,3.0851,-3.6229e-21,1.8951,1,2.7478,22.312,-34.27,0
0.010017,3.0891,-2.466e-21,1.8824,1,2.8182,22.32,-34.2,0
0.0095519,3.0931,-1.5486e-21,1.8698,1,2.8887,22.328,-34.13,0
0.0090884,3.0971,-8.7008e-22,1.8572,1,2.9591,22.336,-34.06,0
0.0086262,3.1011,-4.3033e-22,1.8446,1,3.0296,22.344,-33.99,0
0.0081796,3.105,-3.3985e-21,1.832,1,3.1001,22.352,-33.92,0
0.0077419,3.109,-7.8964e-21,1.8194,1,3.1705,22.36,-33.85,0
0.0073074,3.113,-1.2555e-20,1.8069,1,3.241,22.368,-33.78,0
0.0068747,3.117,-1.7159e-20,1.7943,1,3.3114,22.376,-33.71,0
0.0064435,3.1211,-2.1709e-20,1.7817,1,3.3819,22.384,-33.64,0
0.0060142,3.1251,-2.6203e-20,1.7692,1,3.4523,22.392,-33.57,0
0.0055966,3.129,-2.7261e-20,1.7567,1,3.5228,22.4,-33.5,0
0.0051925,3.1329,-2.4092e-20,1.7445,1,3.5932,22.408,-33.43,0
0.0047891,3.1368,-2.1133e-20,1.7323,1,3.6637,22.416,-33.36,0
0.0043862,3.1407,-1.8382e-20,1.72,1,3.7341,22.424,-33.29,0
0.0039839,3.1446,-1.5839e-20,1.7078,1,3.8046,22.432,-33.22,0
0.003582,3.1485,-1.3503e-20,1.6956,1,3.8751,22.44,-33.15,0
0.0031843,3.1523,-1.0454e-20,1.6834,1,3.9455,22.448,-33.08,0
0.0028102,3.1561,-1.1272e-21,1.6715,1,4.016,22.456,-33.01,0
0.0024366,3.1598,8.5313e-21,1.6597,1,4.0864,22.464,-32.94,0
0.0020637,3.1636,1.8522e-20,1.6478,1,4.1569,22.472,-32.87,0
0.0016914,3.1673,2.8844e-20,1.6359,1,4.2273,22.48,-32.8,0
0.0013196,3.171,3.9497e-20,1.6241,1,4.2978,22.488,-32.73,0
0.00094846,3.1748,5.0481e-20,1.6122,1,4.3683,22.496,-32.66,0
0.00058413,3.1784,5.1057e-20,1.6006,1,4.4387,22.504,-32.59,0
0.00022389,3.1821,4.9156e-20,1.589,1,4.5092,22.512,-32.52,0
-0.00013393,3.1857,4.7884e-20,1.5775,1,4.5796,22.52,-32.45,0
-0.00048912,3.1893,4.7239e-20,1.5659,1,4.6501,22.528,-32.38,0
-0.0008418,3.1929,4.7219e-20,1.5543,1,4.7205,22.536,-32.31,0
-0.0011921,3.1965,4.7824e-20,1.5428,1,4.791,22.544,-32.24,0
-0.0015295,3.2001,4.51e-20,1.5313,1,4.8614,22.552,-32.17,0
-0.0018464,3.2036,3.5735e-20,1.5201,1,4.9319,22.56,-32.1,0
-0.0021584,3.2071,2.5653e-20,1.5088,1,5.0024,22.568,-32.03,0
-0.0024631,3.2107,1.3641e-20,1.4975,1,5.0728,22.576,-31.96,0
-0.0027622,3.2143,2.2281e-21,1.4862,1,5.1433,22.584,-31.89,0
-0.0030556,3.2179,-8.585e-21,1.4749,1,5.2137,22.592,-31.82,0
-0.0033435,3.2215,-1.8799e-20,1.4636,1,5.2842,22.6,-31.75,0
-0.0036075,3.2249,-1.444e-20,1.4527,1,5.3546,22.608,-31.68,0
-0.0038629,3.2284,-9.8093e-21,1.4417,1,5.4251,22.616,-31.61,0
-0.0041109,3.2319,-5.8228e-21,1.4308,1,5.4955,22.624,-31.54,0
-0.0043514,3.2353,-2.4793e-21,1.4199,1,5.566,22.632,-31.47,0
-0.0045844,3.2388,2.2204e-22,1.4089,1,5.6365,22.64,-31.4,0
-0.00481,3.2422,2.282e-21,1.398,1,5.7069,22.648,-31.33,0
-0.005011,3.2456,3.5377e-21,1.3873,1,5.7774,22.656,-31.26,0
-0.0051831,3.2489,5.1663e-21,1.3769,1,5.8478,22.664,-31.19,0
-0.0053469,3.2522,7.8295e-21,1.3664,1,5.9183,22.672,-31.12,0
-0.0055024,3.2554,1.1526e-20,1.356,1,5.9887,22.68,-31.05,0
-0.0056497,3.2587,1.6255e-20,1.3456,1,6.0592,22.688,-30.98,0
-0.0057888,3.262,2.2014e-20,1.3352,1,6.1296,22.696,-30.91,0
-0.0059198,3.2653,2.8802e-20,1.3248,1,6.2001,22.704,-30.84,0
-0.0060278,3.2683,2.5185e-20,1.315,1,6.2706,22.712,-30.77,0
-0.0061264,3.2714,2.0453e-20,1.3052,1,6.341,22.72,-30.7,0
-0.0062172,3.2745,1.5674e-20,1.2954,1,6.4115,22.728,-30.63,0
-0.0063,3.2775,1.0849e-20,1.2856,1,6.4819,22.736,-30.56,0
-0.0063749,3.2806,5.9769e-21,1.2759,1,6.5524,22.744,-30.49,0
-0.006442,3.2836,1.0592e-21,1.2661,1,6.6228,22.752,-30.42,0
-0.0064914,3.2866,-3.2859e-21,1.2566,1,6.6933,22.76,-30.35,0
-0.0065131,3.2895,-7.0466e-21,1.2476,1,6.7637,22.768,-30.28,0
-0.0065274,3.2923,-1.1832e-20,1.2385,1,6.8342,22.776,-30.21,0
-0.0065254,3.2952,-1.8473e-20,1.2294,1,6.9047,22.784,-30.14,0
-0.0065125,3.2981,-2.5137e-20,1.2204,1,6.9751,22.792,-30.07,0
-0.0064922,3.301,-3.1315e-20,1.2113,1,7.0456,22.8,-30,0
-0.0064646,3.3039,-3.7005e-20,1.2023,1,7.116,22.808,-29.93,0
-0.0064292,3.3067,-3.4598e-20,1.1937,1,7.1865,22.816,-29.86,0
-0.0063872,3.3093,-2.8731e-20,1.1854,1,7.2569,22.824,-29.79,0
-0.0063389,3.312,-2.2871e-20,1.177,1,7.3274,22.832,-29.72,0
-0.0062843,3.3147,-1.7018e-20,1.1687,1,7.3978,22.84,-29.65,0
-0.0062234,3.3174,-1.1171e-20,1.1604,1,7.4683,22.848,-29.58,0
-0.0061562,3.3201,-5.3308e-21,1.152,1,7.5388,22.856,-29.51,0
-0.0060826,3.3227,4.718e-22,1.1437,1,7.6092,22.864,-29.44,0
-0.005979,3.3252,3.1575e-21,1.1361,1,7.6797,22.872,-29.37,0
-0.0058699,3.3277,5.4487e-21,1.1284,1,7.7501,22.88,-29.3,0
-0.0057552,3.3301,7.3454e-21,1.1207,1,7.8206,22.888,-29.23,0
-0.005635,3.3326,8.8486e-21,1.113,1,7.891,22.896,-29.16,0
-0.0055092,3.3351,9.9585e-21,1.1054,1,7.9615,22.904,-29.09,0
-0.0053778,3.3376,1.0675e-20,1.0977,1,8.0319,22.912,-29.02,0
-0.0052417,3.34,1.0066e-20,1.0902,1,8.1024,22.92,-28.95,0
-0.0051024,3.3423,7.1508e-21,1.0831,1,8.1729,22.928,-28.88,0
-0.0049585,3.3446,4.6305e-21,1.076,1,8.2433,22.936,-28.81,0
-0.00481,3.3469,2.5048e-21,1.0689,1,8.3138,22.944,-28.74,0
-0.0046569,3.3492,7.7293e-22,1.0617,1,8.3842,22.952,-28.67,0
-0.0044991,3.3515,-5.6573e-22,1.0546,1,8.4547,22.96,-28.6,0
-0.0043368,3.3538,-1.5118e-21,1.0475,1,8.5251,22.968,-28.53,0
-0.0041504,3.356,1.8475e-22,1.0406,1,8.5956,22.976,-28.46,0
-0.0039401,3.3582,4.8435e-21,1.0339,1,8.666,22.984,-28.39,0
-0.0037232,3.3604,9.6066e-21,1.0272,1,8.7365,22.992,-28.32,0
-0.0035002,3.3626,1.3655e-20,1.0205,1,8.807,23,-28.25,0
-0.0032736,3.3649,1.7362e-20,1.0138,1,8.8774,23.008,-28.18,0
-0.0030434,3.3672,2.0729e-20,1.0071,1,8.9479,23.016,-28.11,0
-0.0028097,3.3694,2.3757e-20,1.0004,1,9.0183,23.024,-28.04,0
-0.0025586,3.3716,2.4072e-20,0.99384,1,9.0888,23.032,-27.97,0
-0.0022975,3.3738,2.3101e-20,0.9874,1,9.1592,23.04,-27.9,0
-0.0020337,3.376,2.2147e-20,0.98095,1,9.2297,23.048,-27.83,0
-0.0017671,3.3782,2.1209e-20,0.97451,1,9.3001,23.056,-27.76,0
-0.0014977,3.3803,2.0288e-20,0.96806,1,9.3706,23.064,-27.69,0
-0.0012257,3.3825,1.9383e-20,0.96161,1,9.4411,23.072,-27.62,0
-0.00095083,3.3847,1.8494e-20,0.95516,1,9.5115,23.08,-27.55,0
-0.00060619,3.3868,1.2466e-20,0.94882,1,9.582,23.088,-27.48,0
-0.00023739,3.389,5.1368e-21,0.9425,1,9.6524,23.096,-27.41,0
0.00013452,3.3911,-1.8211e-21,0.93618,1,9.7229,23.104,-27.34,0
0.00050949,3.3932,-8.4085e-21,0.92986,1,9.7933,23.112,-27.27,0
0.00088746,3.3953,-1.4626e-20,0.92352,1,9.8638,23.12,-27.2,0
0.0012685,3.3975,-2.0474e-20,0.91718,1,9.9342,23.128,-27.13,0
0.0016527,3.3996,-2.5952e-20,0.91083,1,10.005,23.136,-27.06,0
0.0021029,3.4017,-2.2128e-20,0.90452,1,10.075,23.144,-26.99,0
0.0025712,3.4039,-1.5579e-20,0.89819,1,10.146,23.152,-26.92,0
0.0030427,3.406,-8.4027e-21,0.89186,1,10.216,23.16,-26.85,0
0.0035173,3.4081,-6.0032e-22,0.88551,1,10.287,23.168,-26.78,0
0.003995,3.4102,7.828e-21,0.87915,1,10.357,23.176,-26.71,0
0.0044758,3.4123,1.688e-20,0.87278,1,10.427,23.184,-26.64,0
0.0049598,3.4145,2.6557e-20,0.86639,1,10.498,23.192,-26.57,0
0.00558,3.4166,3.2277e-20,0.85991,1,10.568,23.2,-26.5,0
0.0062368,3.4187,3.6789e-20,0.85338,1,10.639,23.208,-26.43,0
0.006897,3.4209,4.1301e-20,0.84683,1,10.709,23.216,-26.36,0
0.0075608,3.423,4.5813e-20,0.84026,1,10.78,23.224,-26.29,0
0.008228,3.4252,5.0326e-20,0.83366,1,10.85,23.232,-26.22,0
0.0088987,3.4273,5.4838e-20,0.82705,1,10.921,23.24,-26.15,0
0.0095729,3.4294,5.9351e-20,0.82041,1,10.991,23.248,-26.08,0
0.010359,3.4316,5.0923e-20,0.8136,1,11.062,23.256,-26.01,0
0.011187,3.4338,3.7285e-20,0.80672,1,11.132,23.264,-25.94,0
0.012019,3.436,2.2912e-20,0.79982,1,11.202,23.272,-25.87,0
0.012855,3.4382,7.8043e-21,0.79288,1,11.273,23.28,-25.8,0
0.013694,3.4404,-8.0367e-21,0.78591,1,11.343,23.288,-25.73,0
0.014538,3.4426,-2.461e-20,0.77891,1,11.414,23.296,-25.66,0
0.015386,3.4448,-4.1915e-20,0.77188,1,11.484,23.304,-25.59,0
0.016401,3.447,-4.5395e-20,0.76461,1,11.555,23.312,-25.52,0
0.017523,3.4493,-3.9364e-20,0.75717,1,11.625,23.32,-25.45,0
0.018652,3.4516,-3.2467e-20,0.74969,1,11.696,23.328,-25.38,0
0.019787,3.4539,-2.4706e-20,0.74217,1,11.766,23.336,-25.31,0
0.02093,3.4562,-1.608e-20,0.73461,1,11.837,23.344,-25.24,0
0.022079,3.4586,-6.592e-21,0.72702,1,11.907,23.352,-25.17,0
0.023235,3.4609,3.7582e-21,0.71939,1,11.977,23.36,-25.1,0
0.024478,3.4633,1.218e-20,0.71148,1,12.048,23.368,-25.03,0
0.025825,3.4657,1.7337e-20,0.70324,1,12.118,23.376,-24.96,0
0.027175,3.4682,2.2517e-20,0.69496,1,12.189,23.384,-24.89,0
0.028528,3.4707,2.7719e-20,0.68662,1,12.259,23.392,-24.82,0
0.029877,3.4732,3.2763e-20,0.67823,1,12.33,23.4,-24.75,0
0.031182,3.4751,3.6486e-20,0.6697,1,12.4,23.408,-24.68,0
0.032488,3.4771,4.0185e-20,0.66111,1,12.471,23.416,-24.61,0
0.033878,3.479,4.0925e-20,0.65233,1,12.541,23.424,-24.54,0
0.035607,3.4812,2.998e-20,0.64285,1,12.612,23.432,-24.47,0
0.037344,3.4833,1.9364e-20,0.63331,1,12.682,23.44,-24.4,0
0.039086,3.4855,9.0759e-21,0.62369,1,12.752,23.448,-24.33,0
0.040835,3.4876,-8.8532e-22,0.61401,1,12.823,23.456,-24.26,0
0.042589,3.4898,-1.0519e-20,0.60426,1,12.893,23.464,-24.19,0
0.044351,3.492,-1.9827e-20,0.59444,1,12.964,23.472,-24.12,0
0.046118,3.4941,-2.8809e-20,0.58454,1,13.034,23.48,-24.05,0
0.048088,3.4966,-2.7503e-20,0.57363,1,13.105,23.488,-23.98,0
0.050086,3.4991,-2.476e-20,0.56249,1,13.175,23.496,-23.91,0
0.052084,3.5016,-2.1991e-20,0.55126,1,13.246,23.504,-23.84,0
0.054082,3.5042,-1.9195e-20,0.53994,1,13.316,23.512,-23.77,0
0.056081,3.5067,-1.6372e-20,0.52854,1,13.387,23.52,-23.7,0
0.05808,3.5093,-1.3522e-20,0.51704,1,13.457,23.528,-23.63,0
0.060079,3.5119,-1.0647e-20,0.50546,1,13.527,23.536,-23.56,0
0.06239,3.5147,-8.5798e-21,0.493,1,13.598,23.544,-23.49,0
0.065024,3.5178,-7.7268e-21,0.47962,1,13.668,23.552,-23.42,0
0.067662,3.5208,-7.3582e-21,0.46612,1,13.739,23.56,-23.35,0
0.070302,3.5239,-7.4733e-21,0.4525,1,13.809,23.568,-23.28,0
0.072947,3.527,-8.0719e-21,0.43876,1,13.88,23.576,-23.21,0
0.075594,3.5301,-9.1533e-21,0.4249,1,13.95,23.584,-23.14,0
0.078245,3.5332,-1.0717e-20,0.41093,1,14.021,23.592,-23.07,0
0.080926,3.5362,-1.2541e-20,0.3967,1,14.091,23.6,-23,0
0.084134,3.5383,-8.9791e-21,0.38003,1,14.162,23.608,-22.93,0
0.08736,3.5405,-5.3099e-21,0.36319,1,14.232,23.616,-22.86,0
0.090605,3.5429,-1.5337e-21,0.3462,1,14.302,23.624,-22.79,0
0.093869,3.5454,2.3503e-21,0.32906,1,14.373,23.632,-22.72,0
0.097151,3.5481,6.3413e-21,0.31175,1,14.443,23.64,-22.65,0
0.10045,3.551,1.0439e-20,0.2943,1,14.514,23.648,-22.58,0
0.10377,3.554,1.4644e-20,0.27668,1,14.584,23.656,-22.51,0
0.10989,3.5574,1.3982e-20,0.25388,1,14.655,23.664,-22.44,0
0.11851,3.5613,9.0277e-21,0.22668,1,14.725,23.672,-22.37,0
0.12716,3.5653,4.1997e-21,0.19959,1,14.796,23.68,-22.3,0
0.13585,3.5695,-5.017e-22,0.17262,1,14.866,23.688,-22.23,0
0.14457,3.5738,-5.0768e-21,0.14577,1,14.937,23.696,-22.16,0
0.15332,3.5783,-9.5257e-21,0.11903,1,15.007,23.704,-22.09,0
0.1621,3.5829,-1.3848e-20,0.092415,1,15.078,23.712,-22.02,0
0.17091,3.5876,-1.8045e-20,0.065912,1,15.148,23.72,-21.95,0
0.17685,3.5894,-2.029e-20,0.05054,1,15.218,23.728,-21.88,0
0.18263,3.591,-2.2429e-20,0.035787,1,15.289,23.736,-21.81,0
0.1871,3.5955,-2.1787e-20,0.014587,1,15.359,23.744,-21.74,0
0.1905,3.6023,-1.8855e-20,-0.011925,1,15.43,23.752,-21.67,0
0.19389,3.6092,-1.5923e-20,-0.038436,1,15.5,23.76,-21.6,0
0.19729,3.6161,-1.2991e-20,-0.064947,1,15.571,23.768,-21.53,0
0.20068,3.6229,-1.0059e-20,-0.091458,1,15.641,23.776,-21.46,0
0.20324,3.6316,-5.1043e-21,-0.12455,1,15.712,23.784,-21.39,0
0.20565,3.6412,8.822e-22,-0.19365,1,15.782,23.792,-21.32,0
0.20779,3.6516,7.2019e-21,-0.26545,1,15.853,23.8,-21.25,0
0.21481,3.6379,5.9544e-20,-0.31835,1,15.923,23.808,-21.18,0
0.22783,3.6378,6.1883e-20,-0.33,1,15.993,23.816,-21.11,0
0.24517,3.6405,6.1213e-20,-0.33351,1,16.064,23.824,-21.04,0
0.25815,3.6491,5.2367e-20,-0.36966,1,16.134,23.832,-20.97,0
0.2908,3.6188,2.0743e-20,-0.38228,1,16.205,23.84,-20.9,0
0.31516,3.5949,1.7988e-20,-0.40152,1,16.275,23.848,-20.83,0
0.33684,3.5837,3.5832e-20,-0.41898,1,16.346,23.856,-20.76,0
0.36258,3.5783,7.1281e-20,-0.42262,1,16.416,23.864,-20.69,0
0.3867,3.5772,1.1587e-19,-0.40003,1,16.487,23.872,-20.62,0
0.3864,3.5644,8.7614e-20,-0.39606,1,16.557,23.88,-20.55,0
0.39375,3.5646,6.1252e-20,-0.38018,1,16.628,23.888,-20.48,0
0.40264,3.5664,2.8193e-20,-0.36699,1,16.698,23.896,-20.41,0
0.4142,3.5593,-1.4849e-20,-0.35352,1,16.768,23.904,-20.34,0
0.42607,3.5535,-5.3823e-20,-0.34066,1,16.839,23.912,-20.27,0
0.43632,3.5536,-7.1604e-20,-0.33365,1,16.909,23.92,-20.2,0
0.44511,3.5486,-6.3009e-20,-0.3335,1,16.98,23.928,-20.13,0
0.4537,3.5482,-5.3725e-20,-0.33333,1,17.05,23.936,-20.06,0
0.46347,3.5382,-3.9013e-20,-0.32685,1,17.121,23.944,-19.99,0
0.47313,3.5344,-2.7797e-20,-0.32086,1,17.191,23.952,-19.92,0
0.48251,3.5383,-2.089e-20,-0.31614,1,17.262,23.96,-19.85,0
0.49199,3.5386,-1.5894e-20,-0.31102,1,17.332,23.968,-19.78,0
0.49972,3.5295,-8.6128e-21,-0.30199,1,17.403,23.976,-19.71,0
0.50576,3.5189,5.6752e-22,-0.29011,1,17.473,23.984,-19.64,0
0.51256,3.5156,7.9126e-21,-0.27963,1,17.543,23.992,-19.57,0
0.52014,3.5195,1.3415e-20,-0.27056,1,17.614,24,-19.5,0
0.52826,3.53,1.7087e-20,-0.2627,1,17.684,24.008,-19.43,0
0.53246,3.5175,1.2175e-20,-0.25278,1,17.755,24.016,-19.36,0
0.53711,3.5057,4.1371e-21,-0.24376,1,17.825,24.024,-19.29,0
0.54248,3.4988,-5.231e-21,-0.23569,1,17.896,24.032,-19.22,0
0.54857,3.4969,-1.5934e-20,-0.22855,1,17.966,24.04,-19.15,0
0.554,3.4941,-2.5073e-20,-0.22187,1,18.037,24.048,-19.08,0
0.55866,3.4903,-2.786e-20,-0.21538,1,18.107,24.056,-19.01,0
0.56484,3.4954,-2.7072e-20,-0.20982,1,18.178,24.064,-18.94,0
0.57061,3.4941,-1.7452e-20,-0.20377,1,18.248,24.072,-18.87,0
0.57627,3.4895,-5.5422e-21,-0.19767,1,18.318,24.08,-18.8,0
0.58027,3.4794,-6.2622e-22,-0.19206,1,18.389,24.088,-18.73,0
0.58477,3.4728,7.6298e-22,-0.18693,1,18.459,24.096,-18.66,0
0.59039,3.4723,-6.9793e-23,-0.18232,1,18.53,24.104,-18.59,0
0.59713,3.4779,-3.1326e-21,-0.17823,1,18.6,24.112,-18.52,0
0.60501,3.4897,-8.4335e-21,-0.17467,1,18.671,24.12,-18.45,0
0.61038,3.4898,-1.6362e-20,-0.17162,1,18.741,24.128,-18.38,0
0.61369,3.4785,-2.0318e-20,-0.16906,1,18.812,24.136,-18.31,0
0.61777,3.4708,-2.34e-20,-0.16681,1,18.882,24.144,-18.24,0
0.62262,3.4668,-2.5605e-20,-0.16486,1,18.953,24.152,-18.17,0
0.62796,3.4651,-2.6075e-20,-0.1632,1,19.023,24.16,-18.1,0
0.63193,3.4583,-2.0087e-20,-0.16159,1,19.093,24.168,-18.03,0
0.63692,3.4566,-1.5223e-20,-0.16035,1,19.164,24.176,-17.96,0
0.64293,3.4602,-1.1486e-20,-0.15948,1,19.234,24.184,-17.89,0
0.64996,3.469,-8.8796e-21,-0.15898,1,19.305,24.192,-17.82,0
0.65651,3.4757,-7.9012e-21,-0.15836,1,19.375,24.2,-17.75,0
0.65941,3.4655,-4.3194e-21,-0.15679,1,19.446,24.208,-17.68,0
0.66301,3.4587,-8.4728e-22,-0.15543,1,19.516,24.216,-17.61,0
0.66734,3.4551,2.5148e-21,-0.15429,1,19.587,24.224,-17.54,0
0.67238,3.4548,5.7665e-21,-0.15336,1,19.657,24.232,-17.47,0
0.67813,3.4578,8.9073e-21,-0.15266,1,19.728,24.24,-17.4,0
0.68251,3.4559,6.8584e-21,-0.15149,1,19.798,24.248,-17.33,0
0.68788,3.4583,5.7636e-21,-0.15057,1,19.868,24.256,-17.26,0
0.6943,3.4653,5.7693e-21,-0.14993,1,19.939,24.264,-17.19,0
0.70147,3.4753,6.7457e-21,-0.14958,1,20.009,24.272,-17.12,0
0.70529,3.4706,6.8907e-21,-0.1496,1,20.08,24.28,-17.05,0
0.70839,3.4642,5.768e-21,-0.14914,1,20.15,24.288,-16.98,0
0.71137,3.458,3.1458e-21,-0.1485,1,20.221,24.296,-16.91,0
0.71486,3.4541,-1.2489e-22,-0.14804,1,20.291,24.304,-16.84,0
0.71884,3.4523,-4.0461e-21,-0.14776,1,20.362,24.312,-16.77,0
0.72332,3.4528,-8.6202e-21,-0.14765,1,20.432,24.32,-16.7,0
0.72765,3.453,-1.1956e-20,-0.14737,1,20.503,24.328,-16.63,0
0.73151,3.4518,-1.3004e-20,-0.14677,1,20.573,24.336,-16.56,0
0.73605,3.4535,-1.5083e-20,-0.14646,1,20.644,24.344,-16.49,0
0.74127,3.4583,-1.8197e-20,-0.14644,1,20.714,24.352,-16.42,0
0.74718,3.466,-2.2348e-20,-0.14673,1,20.784,24.36,-16.35,0
0.75243,3.47,-2.5819e-20,-0.14698,1,20.855,24.368,-16.28,0
0.75548,3.465,-1.9031e-20,-0.14655,1,20.925,24.376,-16.21,0
0.75864,3.461,-1.0322e-20,-0.14616,1,20.996,24.384,-16.14,0
0.76219,3.4585,-1.9379e-21,-0.14593,1,21.066,24.392,-16.07,0
0.76613,3.4578,6.1211e-21,-0.14584,1,21.137,24.4,-16,0
0.77047,3.4586,1.3854e-20,-0.14592,1,21.207,24.408,-15.93,0
0.77475,3.4598,1.9484e-20,-0.14593,1,21.278,24.416,-15.86,0
0.77839,3.4597,2.1463e-20,-0.14558,1,21.348,24.424,-15.79,0
0.78255,3.4616,2.4804e-20,-0.14538,1,21.419,24.432,-15.72,0
0.78721,3.4655,2.9512e-20,-0.14535,1,21.489,24.44,-15.65,0
0.79239,3.4716,3.5592e-20,-0.14549,1,21.559,24.448,-15.58,0
0.79807,3.4798,4.3047e-20,-0.14578,1,21.63,24.456,-15.51,0
0.80302,3.4853,4.4444e-20,-0.14609,1,21.7,24.464,-15.44,0
0.8055,3.4809,3.5489e-20,-0.14653,1,21.771,24.472,-15.37,0
0.80822,3.4775,2.7468e-20,-0.14705,1,21.841,24.48,-15.3,0
0.81118,3.4749,2.0384e-20,-0.14767,1,21.912,24.488,-15.23,0
0.81439,3.4733,1.4241e-20,-0.14837,1,21.982,24.496,-15.16,0
0.81784,3.4727,9.0407e-21,-0.14917,1,22.053,24.504,-15.09,0
0.82073,3.4705,7.0369e-21,-0.14963,1,22.123,24.512,-15.02,0
0.82358,3.4684,5.9323e-21,-0.15,1,22.194,24.52,-14.95,0
0.82673,3.4675,4.5929e-21,-0.15045,1,22.264,24.528,-14.88,0
0.83018,3.4678,3.0181e-21,-0.151,1,22.334,24.536,-14.81,0
0.83394,3.4693,1.207e-21,-0.15164,1,22.405,24.544,-14.74,0
0.83801,3.4721,-8.4096e-22,-0.15237,1,22.475,24.552,-14.67,0
0.84196,3.475,-3.5106e-21,-0.1528,1,22.546,24.56,-14.6,0
0.84599,3.4787,-6.4423e-21,-0.1531,1,22.616,24.568,-14.53,0
0.85038,3.4837,-9.3385e-21,-0.15354,1,22.687,24.576,-14.46,0
0.85512,3.4902,-1.2199e-20,-0.15411,1,22.757,24.584,-14.39,0
0.8582,3.4909,-1.3558e-20,-0.15472,1,22.828,24.592,-14.32,0
0.86069,3.4894,-1.3866e-20,-0.15544,1,22.898,24.6,-14.25,0
0.86284,3.4872,-1.1823e-20,-0.15604,1,22.969,24.608,-14.18,0
0.86482,3.4848,-8.7539e-21,-0.1566,1,23.039,24.616,-14.11,0
0.867,3.4831,-6.0885e-21,-0.15728,1,23.109,24.624,-14.04,0
0.86939,3.4821,-3.828e-21,-0.15807,1,23.18,24.632,-13.97,0
0.87198,3.4819,-1.9735e-21,-0.15899,1,23.25,24.64,-13.9,0
0.87477,3.4823,-5.2613e-22,-0.16004,1,23.321,24.648,-13.83,0
0.87762,3.4831,9.2853e-22,-0.16111,1,23.391,24.656,-13.76,0
0.88025,3.4839,2.9856e-21,-0.16199,1,23.462,24.664,-13.69,0
0.88311,3.4855,3.9718e-21,-0.16296,1,23.532,24.672,-13.62,0
0.88621,3.4879,3.8839e-21,-0.16402,1,23.603,24.68,-13.55,0
0.88956,3.4911,2.7189e-21,-0.16518,1,23.673,24.688,-13.48,0
0.89315,3.4951,4.736e-22,-0.16643,1,23.744,24.696,-13.41,0
0.89698,3.4999,-2.8548e-21,-0.16778,1,23.814,24.704,-13.34,0
0.90036,3.5039,-7.5147e-21,-0.16869,1,23.884,24.712,-13.27,0
0.90394,3.5087,-1.1777e-20,-0.16964,1,23.955,24.72,-13.2,0
0.90569,3.5083,-1.3254e-20,-0.17076,1,24.025,24.728,-13.13,0
0.90694,3.5064,-1.364e-20,-0.17199,1,24.096,24.736,-13.06,0
0.9083,3.5048,-1.3665e-20,-0.17331,1,24.166,24.744,-12.99,0
0.90978,3.5036,-1.3326e-20,-0.17473,1,24.237,24.752,-12.92,0
0.91126,3.5024,-1.2698e-20,-0.1761,1,24.307,24.76,-12.85,0
